EmployeeID,Department,JobLevel,Location,Age,TenureYears,PerformanceRating,PotentialCategory,MobilityInterest
E0386,Operations,L1,"Calgary, AB",31,1.9,3,High,Medium
E0387,Engineering,L4,"Toronto, ON",35,5.4,2,Solid,Low
E0388,Engineering,L4,"Montreal, QC",26,8.7,5,Solid,Medium
E0389,Customer Success,L4,"Calgary, AB",53,3.5,2,High,High
E0390,Engineering,L2,"Calgary, AB",53,1.3,3,High,Medium
E0391,Engineering,L1,"Ottawa, ON",47,3.6,4,High,Low
E0392,Engineering,L4,"Ottawa, ON",24,7.2,3,Solid,Medium
E0393,Finance,L2,"Montreal, QC",31,7.6,3,Solid,Medium
E0394,Legal & Compliance,L4,Remote - Canada,36,2.0,5,Developing,Medium
E0395,Engineering,L2,"Calgary, AB",28,6.6,4,High,Low
E0396,Engineering,L2,"Vancouver, BC",40,5.4,4,Solid,Medium
E0397,Marketing,L3,"Toronto, ON",43,4.9,5,Developing,High
E0398,Sales,L4,"Toronto, ON",46,0.3,4,Developing,Medium
E0399,Marketing,L2,Remote - Canada,54,2.1,3,High,Medium
E0400,Operations,L3,"Vancouver, BC",39,1.0,3,High,High
E0401,Engineering,L6,"Toronto, ON",41,5.3,3,Developing,High
E0402,Human Resources,L3,"Ottawa, ON",27,6.4,4,High,Medium
E0403,Human Resources,L3,"Toronto, ON",23,2.5,3,Solid,Low
E0404,Operations,L2,"Calgary, AB",36,6.4,3,High,Medium
E0405,Operations,L3,"Toronto, ON",27,5.9,3,Developing,Medium
E0406,Human Resources,L1,"Toronto, ON",52,2.4,2,Solid,Low
E0407,Engineering,L3,"Calgary, AB",30,1.6,5,Solid,High
E0408,Customer Success,L1,"Toronto, ON",46,1.3,3,High,High
E0409,Engineering,L3,"Calgary, AB",36,5.5,4,Developing,Medium
E0410,Engineering,L4,"Toronto, ON",42,1.7,3,Solid,High
E0411,Operations,L3,"Ottawa, ON",49,0.3,4,Solid,High
E0412,Legal & Compliance,L5,"Ottawa, ON",23,4.4,4,High,Medium
E0413,Engineering,L3,"Ottawa, ON",55,2.7,3,Solid,High
E0414,Customer Success,L2,"Montreal, QC",44,5.9,3,High,Low
E0415,Human Resources,L5,"Montreal, QC",38,6.6,3,Solid,Low
E0416,Human Resources,L3,"Toronto, ON",35,5.6,2,Solid,High
E0417,Operations,L4,"Ottawa, ON",55,10.0,4,Developing,Low
E0418,Sales,L2,"Vancouver, BC",45,5.9,3,Developing,Medium
E0419,Sales,L4,"Toronto, ON",36,5.4,4,Developing,Medium
E0420,Engineering,L1,"Montreal, QC",41,0.7,2,Solid,Low
E0421,Marketing,L1,"Ottawa, ON",35,5.1,3,Solid,Medium
E0422,Engineering,L4,"Montreal, QC",39,2.6,2,Solid,High
E0423,Operations,L1,"Montreal, QC",43,8.6,4,Solid,Medium
E0424,Customer Success,L1,"Toronto, ON",41,2.4,3,Solid,Medium
E0425,Customer Success,L2,"Vancouver, BC",44,12.5,4,Solid,Low
E0426,Sales,L4,"Montreal, QC",52,0.3,4,Solid,Low
E0427,Engineering,L4,Remote - Canada,28,9.0,4,Developing,Medium
E0428,Engineering,L5,"Toronto, ON",47,7.1,4,Developing,High
E0429,Legal & Compliance,L2,"Vancouver, BC",29,3.9,5,Solid,High
E0430,Human Resources,L3,Remote - Canada,49,0.3,5,Solid,Low
E0431,Human Resources,L4,"Vancouver, BC",45,5.4,3,Solid,Medium
E0432,Human Resources,L5,Remote - Canada,57,6.6,3,Solid,Medium
E0433,Legal & Compliance,L2,"Montreal, QC",38,6.6,4,Solid,Medium
E0434,Human Resources,L1,"Ottawa, ON",40,3.4,3,High,Medium
E0435,Finance,L3,"Ottawa, ON",41,3.0,3,Solid,Low
E0436,Marketing,L4,"Vancouver, BC",24,9.9,3,Solid,Medium
E0437,Operations,L4,"Toronto, ON",46,3.3,3,Solid,Medium
E0438,Operations,L2,Remote - Canada,51,0.3,5,Developing,Medium
E0439,Engineering,L2,"Toronto, ON",33,6.1,4,High,High
E0440,Customer Success,L1,"Vancouver, BC",24,3.5,4,High,High
E0441,Sales,L3,"Calgary, AB",41,0.3,4,Developing,Medium
E0442,Customer Success,L5,"Toronto, ON",31,2.5,2,Developing,High
E0443,Engineering,L2,"Toronto, ON",56,6.2,2,Solid,Low
E0444,Operations,L4,"Montreal, QC",43,6.0,3,Solid,Medium
E0445,Sales,L3,"Toronto, ON",28,1.7,2,Solid,Low
E0446,Engineering,L2,Remote - Canada,47,7.3,2,Solid,High
E0447,Finance,L2,"Ottawa, ON",40,2.0,3,Solid,Medium
E0448,Marketing,L3,"Toronto, ON",28,0.4,5,Solid,Low
E0449,Legal & Compliance,L2,"Montreal, QC",57,6.6,4,Developing,Medium
E0450,Customer Success,L1,"Vancouver, BC",30,2.4,3,Solid,High
E0451,Legal & Compliance,L2,"Vancouver, BC",56,2.4,2,Solid,High
E0452,Operations,L2,"Calgary, AB",55,11.8,4,Solid,High
E0453,Sales,L3,"Toronto, ON",56,3.6,3,Solid,Medium
E0454,Customer Success,L3,"Toronto, ON",29,10.4,4,High,Medium
E0455,Finance,L3,"Montreal, QC",58,5.9,5,Solid,High
E0456,Legal & Compliance,L4,Remote - Canada,28,0.6,4,Developing,High
E0457,Sales,L4,"Vancouver, BC",58,1.2,2,Solid,High
E0458,Customer Success,L5,"Vancouver, BC",42,4.7,4,Developing,Low
E0459,Marketing,L2,"Calgary, AB",24,11.1,4,Developing,Low
E0460,Human Resources,L2,"Vancouver, BC",45,7.1,3,Developing,Medium
E0461,Marketing,L2,"Montreal, QC",38,5.4,4,High,Medium
E0462,Customer Success,L2,"Toronto, ON",58,3.0,3,Solid,High
E0463,Engineering,L5,"Montreal, QC",52,9.8,2,Solid,High
E0464,Sales,L4,"Vancouver, BC",36,5.5,3,Developing,Medium
E0465,Engineering,L3,"Toronto, ON",42,0.4,3,High,High
E0466,Customer Success,L2,"Vancouver, BC",47,8.4,3,Solid,High
E0467,Operations,L3,"Montreal, QC",39,1.1,4,High,High
E0468,Engineering,L1,"Toronto, ON",23,5.1,4,Solid,Medium
E0469,Customer Success,L2,"Vancouver, BC",24,6.2,3,Solid,Low
E0470,Engineering,L5,"Montreal, QC",33,3.0,2,Developing,Medium
E0471,Engineering,L6,"Montreal, QC",27,3.8,3,Solid,Medium
E0472,Finance,L5,"Toronto, ON",48,2.3,2,Solid,Medium
E0473,Legal & Compliance,L4,"Calgary, AB",37,0.3,4,High,Medium
E0474,Engineering,L6,"Toronto, ON",37,4.2,3,High,Medium
E0475,Engineering,L2,"Calgary, AB",43,8.8,4,Solid,Low
E0476,Finance,L1,"Vancouver, BC",44,4.0,2,Solid,Medium
E0477,Engineering,L3,"Vancouver, BC",57,3.9,3,Developing,Low
E0478,Sales,L4,"Montreal, QC",49,5.6,5,Solid,High
E0479,Sales,L3,"Montreal, QC",38,2.1,3,Solid,High
E0480,Engineering,L2,"Ottawa, ON",33,6.6,3,Solid,Medium
E0481,Finance,L4,"Toronto, ON",50,4.0,3,Developing,Medium
E0482,Finance,L1,"Toronto, ON",53,6.0,3,High,Medium
E0483,Finance,L3,"Toronto, ON",29,4.1,3,Solid,Medium
E0484,Operations,L3,Remote - Canada,49,5.3,3,Solid,Low
E0485,Engineering,L4,"Vancouver, BC",32,1.0,4,Solid,Medium
E0486,Sales,L4,"Vancouver, BC",31,8.9,3,High,Medium
E0487,Customer Success,L2,"Toronto, ON",43,2.2,4,Solid,High
E0488,Human Resources,L4,"Toronto, ON",44,5.0,3,Solid,High
E0489,Engineering,L3,Remote - Canada,25,5.3,4,Solid,Medium
E0490,Marketing,L1,"Toronto, ON",50,0.9,4,Developing,Low
E0491,Engineering,L3,"Vancouver, BC",34,5.6,3,High,Medium
E0492,Marketing,L1,"Vancouver, BC",39,3.3,4,High,High
E0493,Sales,L2,"Vancouver, BC",47,0.3,4,Solid,High
E0494,Human Resources,L3,"Montreal, QC",24,12.6,3,Solid,Low
E0495,Engineering,L4,"Toronto, ON",54,7.3,2,Developing,Medium
E0496,Customer Success,L2,"Vancouver, BC",47,5.0,3,Solid,Medium
E0497,Operations,L2,"Calgary, AB",38,4.8,4,Solid,High
E0498,Marketing,L4,"Montreal, QC",56,2.8,3,Solid,Medium
E0499,Engineering,L2,"Vancouver, BC",40,1.8,4,Solid,Medium
E0500,Customer Success,L1,"Vancouver, BC",56,9.9,3,Developing,Low
E0501,Sales,L4,"Ottawa, ON",51,5.8,4,High,High
E0502,Engineering,L3,"Vancouver, BC",50,1.0,5,Solid,High
E0503,Human Resources,L4,Remote - Canada,32,1.8,3,Solid,High
E0504,Operations,L4,"Vancouver, BC",42,3.4,3,Solid,Medium
E0505,Operations,L3,"Toronto, ON",58,4.3,3,High,High
E0506,Human Resources,L2,"Toronto, ON",31,2.7,3,Solid,Medium
E0507,Sales,L1,"Vancouver, BC",46,4.8,4,Solid,Medium
E0508,Sales,L3,"Vancouver, BC",49,3.5,3,High,High
E0509,Finance,L4,"Vancouver, BC",32,0.3,4,Solid,High
E0510,Sales,L3,"Montreal, QC",40,3.8,4,High,Low
E0511,Sales,L2,"Toronto, ON",38,4.2,3,Solid,Medium
E0512,Finance,L2,"Montreal, QC",33,11.7,3,High,Low
E0513,Human Resources,L3,Remote - Canada,35,0.4,4,High,Medium
E0514,Engineering,L3,"Montreal, QC",58,4.7,4,Solid,Low
E0515,Operations,L2,"Toronto, ON",32,7.9,3,High,Medium
E0516,Customer Success,L4,"Montreal, QC",48,4.5,3,Developing,Medium
E0517,Customer Success,L5,"Vancouver, BC",26,9.8,3,Developing,High
E0518,Operations,L2,"Vancouver, BC",46,6.4,3,Solid,Medium
E0519,Customer Success,L3,"Toronto, ON",56,3.3,3,Developing,Low
E0520,Operations,L4,"Vancouver, BC",35,1.7,3,Solid,High
E0521,Customer Success,L3,"Vancouver, BC",32,11.8,3,Developing,Low
E0522,Engineering,L3,"Vancouver, BC",50,7.1,2,Solid,Low
E0523,Legal & Compliance,L3,"Montreal, QC",44,3.2,4,Developing,Medium
E0524,Operations,L3,"Toronto, ON",49,8.1,4,Solid,Low
E0525,Human Resources,L4,"Ottawa, ON",51,3.5,2,Solid,High
E0526,Engineering,L3,"Vancouver, BC",26,6.0,3,Solid,Low
E0527,Human Resources,L2,"Toronto, ON",27,4.2,3,Solid,Medium
E0528,Engineering,L3,"Toronto, ON",39,3.7,3,Developing,Medium
E0529,Engineering,L3,"Calgary, AB",37,8.7,3,Solid,Medium
E0530,Engineering,L2,"Toronto, ON",33,4.4,3,Solid,Low
E0531,Engineering,L3,"Toronto, ON",30,0.3,3,High,Medium
E0532,Human Resources,L2,"Vancouver, BC",39,2.4,3,Solid,Low
E0533,Marketing,L3,"Vancouver, BC",24,4.9,3,Solid,Low
E0534,Sales,L3,"Montreal, QC",43,5.6,3,Developing,Medium
E0535,Sales,L4,"Toronto, ON",33,5.3,4,Solid,High
E0536,Operations,L2,"Toronto, ON",51,1.7,4,High,Low
E0537,Engineering,L4,"Toronto, ON",45,3.5,3,Solid,High
E0538,Sales,L3,"Montreal, QC",43,5.4,4,Solid,Medium
E0539,Legal & Compliance,L4,"Montreal, QC",31,0.8,3,Developing,Medium
E0540,Engineering,L1,"Toronto, ON",23,5.5,3,High,High
E0541,Sales,L1,"Toronto, ON",40,2.6,2,Developing,Low
E0542,Finance,L2,"Vancouver, BC",42,6.7,3,Solid,Medium
E0543,Marketing,L2,Remote - Canada,23,6.6,4,Solid,Medium
E0544,Sales,L3,"Vancouver, BC",38,0.4,3,Solid,High
E0545,Customer Success,L6,"Vancouver, BC",51,5.2,3,Solid,Medium
E0546,Legal & Compliance,L5,"Toronto, ON",40,6.5,3,Solid,High
E0547,Human Resources,L4,"Vancouver, BC",49,7.0,2,High,Medium
E0548,Operations,L2,"Ottawa, ON",36,4.9,2,Solid,High
E0549,Operations,L4,Remote - Canada,55,6.4,3,Developing,Medium
E0550,Customer Success,L2,"Toronto, ON",41,5.1,3,Developing,Medium
E0551,Customer Success,L1,"Montreal, QC",28,3.4,4,Solid,High
E0552,Finance,L5,"Toronto, ON",35,6.2,4,Solid,Medium
E0553,Finance,L4,"Toronto, ON",31,3.3,4,Solid,Medium
E0554,Engineering,L2,"Toronto, ON",35,8.4,3,Developing,Medium
E0555,Operations,L2,"Montreal, QC",52,3.8,4,High,Medium
E0556,Engineering,L2,"Toronto, ON",40,3.4,3,Solid,High
E0557,Sales,L2,"Vancouver, BC",30,2.3,3,Solid,Medium
E0558,Sales,L6,"Montreal, QC",25,6.6,3,Solid,Medium
E0559,Sales,L4,"Montreal, QC",24,8.4,5,Developing,High
E0560,Engineering,L3,"Vancouver, BC",42,3.2,5,Solid,Low
E0561,Engineering,L3,"Calgary, AB",58,6.1,5,Developing,Medium
E0562,Human Resources,L4,"Calgary, AB",23,5.1,3,Developing,Medium
E0563,Sales,L1,"Calgary, AB",43,3.3,3,Solid,Low
E0564,Finance,L3,"Vancouver, BC",50,3.0,3,Solid,Low
E0565,Sales,L2,"Calgary, AB",25,2.9,3,Solid,Medium
E0566,Marketing,L3,"Toronto, ON",46,0.3,3,Developing,Medium
E0567,Engineering,L1,"Toronto, ON",39,4.6,4,Solid,Medium
E0568,Engineering,L3,"Montreal, QC",48,5.9,3,Solid,High
E0569,Operations,L4,"Toronto, ON",23,3.1,3,Solid,Medium
E0570,Customer Success,L3,"Vancouver, BC",34,3.9,2,Solid,Low
E0571,Marketing,L1,"Toronto, ON",57,5.9,5,Solid,Medium
E0572,Customer Success,L4,"Vancouver, BC",42,3.7,3,Solid,Medium
E0573,Engineering,L2,"Calgary, AB",26,3.9,4,Developing,High
E0574,Sales,L2,"Ottawa, ON",31,5.0,4,High,Medium
E0575,Operations,L4,"Vancouver, BC",36,7.9,4,Developing,Low
E0576,Sales,L3,"Calgary, AB",33,10.3,2,Solid,High
E0577,Marketing,L6,"Vancouver, BC",29,7.5,3,Solid,Medium
E0578,Engineering,L3,"Toronto, ON",52,6.5,2,Solid,Low
E0579,Sales,L3,"Ottawa, ON",40,4.2,3,High,Medium
E0580,Customer Success,L4,Remote - Canada,46,10.0,3,High,High
E0581,Human Resources,L2,"Vancouver, BC",48,0.3,3,Solid,Medium
E0582,Engineering,L4,"Toronto, ON",55,1.2,5,Solid,High
E0583,Human Resources,L2,"Vancouver, BC",53,1.6,2,Developing,High
E0584,Engineering,L4,"Toronto, ON",32,1.9,3,Developing,High
E0585,Legal & Compliance,L4,Remote - Canada,33,5.7,4,Solid,Medium
E0586,Finance,L2,"Toronto, ON",53,4.8,3,Solid,Medium
E0587,Customer Success,L2,"Montreal, QC",56,6.2,2,Developing,Medium
E0588,Sales,L4,"Toronto, ON",56,0.3,5,Solid,High
E0589,Engineering,L5,"Toronto, ON",46,6.2,4,Developing,Medium
E0590,Human Resources,L1,"Toronto, ON",53,8.7,3,High,High
E0591,Marketing,L2,Remote - Canada,58,11.8,3,High,Low
E0592,Finance,L2,"Calgary, AB",49,1.5,3,Developing,Medium
E0593,Sales,L4,"Calgary, AB",40,4.2,3,High,Medium
E0594,Operations,L5,"Calgary, AB",28,1.0,3,Developing,Medium
E0595,Operations,L3,"Montreal, QC",44,7.0,3,Developing,Medium
E0596,Finance,L3,"Toronto, ON",49,9.1,4,High,Medium
E0597,Engineering,L1,"Toronto, ON",33,0.3,3,High,High
E0598,Operations,L5,"Toronto, ON",40,0.3,4,Solid,Medium
E0599,Engineering,L5,"Calgary, AB",41,10.2,4,Solid,Medium
E0600,Human Resources,L2,"Toronto, ON",27,4.8,3,Solid,High
