EmployeeID,Skill,ProficiencyLevel,MonthsSinceLastUse,EvidenceType
E0152,Data Modeling,2,7,Project evidence
E0152,SQL,2,46,Project evidence
E0153,Excel,2,41,Manager validation
E0153,Business Acumen,1,44,Project evidence
E0153,Project Management,2,22,Manager validation
E0153,Data Quality,2,23,Manager validation
E0153,Stakeholder Management,2,44,Self-assessment
E0153,Power BI,1,19,Self-assessment
E0154,Scenario Modeling,1,4,Manager validation
E0154,Power BI,2,12,Certification
E0154,Stakeholder Management,1,17,Self-assessment
E0154,Data Visualization,3,40,Self-assessment
E0154,Communication,3,15,Self-assessment
E0154,Forecasting,3,38,Self-assessment
E0154,Project Management,1,16,Self-assessment
E0155,Excel,2,18,Self-assessment
E0155,Scenario Modeling,1,20,Manager validation
E0155,Business Acumen,2,37,Project evidence
E0155,Power BI,3,19,Self-assessment
E0155,Stakeholder Management,3,28,Manager validation
E0155,Statistics,2,46,Manager validation
E0155,Project Management,1,26,Manager validation
E0155,Power Query,1,23,Project evidence
E0156,Business Acumen,1,33,Self-assessment
E0156,Power BI,3,38,Manager validation
E0156,Data Quality,1,3,Self-assessment
E0156,Communication,1,37,Manager validation
E0156,Forecasting,2,23,Manager validation
E0156,Project Management,2,42,Project evidence
E0157,SQL,4,29,Certification
E0157,Excel,3,26,Project evidence
E0157,Business Acumen,1,19,Manager validation
E0157,NLP,3,22,Self-assessment
E0157,Stakeholder Management,2,22,Self-assessment
E0157,Machine Learning,2,39,Manager validation
E0157,Data Governance,2,27,Manager validation
E0157,Generative AI,3,25,Self-assessment
E0158,Change Management,5,5,Manager validation
E0158,Scenario Modeling,3,11,Self-assessment
E0158,Power BI,2,29,Manager validation
E0158,Business Acumen,3,15,Certification
E0158,Data Quality,1,35,Self-assessment
E0158,Stakeholder Management,3,28,Certification
E0158,Data Storytelling,3,48,Self-assessment
E0158,Project Management,1,15,Project evidence
E0158,Statistics,1,10,Manager validation
E0158,DAX,4,5,Manager validation
E0159,SQL,2,20,Self-assessment
E0159,Data Quality,1,31,Project evidence
E0159,Data Modeling,3,26,Certification
E0159,Stakeholder Management,2,11,Self-assessment
E0159,Data Governance,4,46,Project evidence
E0159,Machine Learning,4,42,Self-assessment
E0159,Generative AI,3,7,Manager validation
E0159,Project Management,1,22,Certification
E0160,SQL,3,16,Project evidence
E0160,Business Acumen,3,8,Project evidence
E0160,NLP,4,9,Self-assessment
E0160,Stakeholder Management,2,18,Manager validation
E0160,Data Governance,1,17,Manager validation
E0160,Machine Learning,2,4,Manager validation
E0160,Generative AI,3,30,Project evidence
E0160,Project Management,2,3,Self-assessment
E0161,Change Management,5,10,Self-assessment
E0161,Business Acumen,4,32,Self-assessment
E0161,NLP,3,24,Manager validation
E0161,Stakeholder Management,4,35,Self-assessment
E0161,Machine Learning,4,5,Self-assessment
E0161,Data Governance,4,41,Project evidence
E0161,Generative AI,5,6,Certification
E0161,Communication,2,11,Manager validation
E0161,Data Storytelling,4,22,Project evidence
E0161,Project Management,3,19,Self-assessment
E0161,Python,5,16,Manager validation
E0162,Power BI,1,20,Certification
E0162,Data Quality,2,25,Certification
E0162,Recruiting Analytics,3,28,Manager validation
E0162,HRIS,3,46,Self-assessment
E0162,Learning Analytics,2,40,Self-assessment
E0162,Data Storytelling,4,15,Manager validation
E0162,Talent Analytics,3,13,Manager validation
E0162,Statistics,1,46,Manager validation
E0162,Communication,3,11,Manager validation
E0162,Talent Management,2,31,Self-assessment
E0162,Project Management,1,8,Self-assessment
E0163,SQL,5,27,Manager validation
E0163,Business Acumen,1,42,Self-assessment
E0163,Data Quality,1,9,Self-assessment
E0163,Data Modeling,4,31,Certification
E0163,NLP,1,4,Project evidence
E0163,Machine Learning,3,5,Manager validation
E0163,Generative AI,3,5,Certification
E0163,Project Management,2,32,Manager validation
E0164,SQL,3,41,Manager validation
E0164,Change Management,3,16,Project evidence
E0164,Excel,2,28,Manager validation
E0164,Business Acumen,5,28,Self-assessment
E0164,Data Modeling,3,5,Certification
E0164,NLP,4,20,Self-assessment
E0164,Stakeholder Management,3,45,Project evidence
E0164,Data Governance,3,7,Project evidence
E0164,Data Storytelling,5,31,Manager validation
E0164,Python,2,20,Manager validation
E0165,SQL,2,35,Self-assessment
E0165,Excel,1,47,Manager validation
E0165,Performance Analytics,2,33,Manager validation
E0165,Data Quality,3,36,Manager validation
E0165,Employee Engagement,3,7,Certification
E0165,Recruiting Analytics,3,29,Self-assessment
E0165,Stakeholder Management,2,42,Self-assessment
E0165,Talent Analytics,3,25,Project evidence
E0165,Data Visualization,3,24,Project evidence
E0165,Talent Management,3,36,Project evidence
E0165,Power BI,3,12,Manager validation
E0165,Data Modeling,3,29,Manager validation
E0165,Talent Intelligence,2,17,Self-assessment
E0165,Workforce Planning,3,17,Self-assessment
E0166,Scenario Modeling,2,22,Certification
E0166,Business Acumen,2,34,Self-assessment
E0166,Project Management,3,17,Self-assessment
E0166,Statistics,3,21,Self-assessment
E0166,Communication,3,38,Manager validation
E0166,Forecasting,4,25,Self-assessment
E0166,Power BI,3,27,Self-assessment
E0166,Data Modeling,3,12,Project evidence
E0167,Change Management,4,6,Manager validation
E0167,Excel,5,45,Self-assessment
E0167,Business Acumen,3,17,Manager validation
E0167,Data Quality,2,44,Manager validation
E0167,Stakeholder Management,3,46,Manager validation
E0167,Data Storytelling,2,33,Manager validation
E0168,Excel,3,30,Project evidence
E0168,Business Acumen,1,20,Manager validation
E0168,Power BI,3,27,Project evidence
E0168,Performance Analytics,3,34,Self-assessment
E0168,Stakeholder Management,2,28,Self-assessment
E0168,Communication,1,5,Self-assessment
E0168,Project Management,1,34,Manager validation
E0169,Data Quality,3,48,Project evidence
E0169,Data Modeling,4,40,Self-assessment
E0169,NLP,5,39,Self-assessment
E0169,Stakeholder Management,3,27,Self-assessment
E0169,Machine Learning,4,25,Manager validation
E0169,Data Governance,3,16,Self-assessment
E0169,Communication,2,23,Certification
E0169,Python,5,9,Manager validation
E0169,Power Query,1,24,Certification
E0170,Business Acumen,2,37,Self-assessment
E0170,Data Quality,3,15,Project evidence
E0170,Data Modeling,5,42,Project evidence
E0170,NLP,5,13,Self-assessment
E0170,Data Governance,1,39,Self-assessment
E0170,Machine Learning,4,42,Manager validation
E0170,Project Management,3,3,Project evidence
E0170,Python,4,32,Self-assessment
E0171,Business Acumen,1,13,Self-assessment
E0171,Project Management,3,28,Project evidence
E0171,Generative AI,3,22,Manager validation
E0171,Statistics,2,20,Self-assessment
E0171,Communication,1,36,Manager validation
E0171,Data Visualization,1,16,Self-assessment
E0171,Power BI,3,12,Project evidence
E0172,SQL,3,39,Self-assessment
E0172,Excel,2,5,Self-assessment
E0172,Data Modeling,3,35,Manager validation
E0172,NLP,3,35,Self-assessment
E0172,Stakeholder Management,1,47,Self-assessment
E0172,Machine Learning,4,35,Manager validation
E0172,Generative AI,2,9,Manager validation
E0172,Communication,3,42,Self-assessment
E0173,Excel,2,27,Self-assessment
E0173,Business Acumen,2,27,Manager validation
E0173,Performance Analytics,1,42,Certification
E0173,Stakeholder Management,3,12,Manager validation
E0173,Communication,1,41,Self-assessment
E0173,Power BI,3,37,Project evidence
E0174,Excel,3,29,Project evidence
E0174,Business Acumen,2,45,Manager validation
E0174,Project Management,3,23,Certification
E0174,Data Visualization,3,48,Project evidence
E0174,Statistics,1,8,Project evidence
E0174,Power BI,3,19,Certification
E0174,Talent Intelligence,1,9,Project evidence
E0174,Internal Mobility,1,13,Manager validation
E0175,Project Management,3,26,Certification
E0175,Data Quality,3,30,Manager validation
E0175,Excel,2,6,Certification
E0175,Communication,1,43,Project evidence
E0176,SQL,5,21,Certification
E0176,Change Management,4,12,Self-assessment
E0176,Excel,2,27,Self-assessment
E0176,Business Acumen,2,32,Manager validation
E0176,Data Quality,2,28,Project evidence
E0176,NLP,4,31,Self-assessment
E0176,Stakeholder Management,4,27,Self-assessment
E0176,Data Governance,2,14,Self-assessment
E0176,Machine Learning,4,38,Self-assessment
E0176,Generative AI,5,33,Self-assessment
E0176,Data Storytelling,3,36,Manager validation
E0177,SQL,3,6,Project evidence
E0177,HR Data Management,3,36,Manager validation
E0177,Change Management,5,27,Project evidence
E0177,Business Acumen,4,26,Manager validation
E0177,Performance Analytics,4,41,Self-assessment
E0177,Data Quality,1,13,Project evidence
E0177,HRIS,2,17,Manager validation
E0177,Stakeholder Management,4,40,Manager validation
E0177,Learning Analytics,2,24,Self-assessment
E0177,Data Storytelling,4,26,Certification
E0177,Data Visualization,3,44,Self-assessment
E0177,Talent Management,2,44,Self-assessment
E0177,Project Management,1,25,Manager validation
E0178,SQL,1,37,Manager validation
E0178,Business Acumen,3,32,Self-assessment
E0178,Performance Analytics,3,24,Certification
E0178,Data Quality,3,23,Manager validation
E0178,Employee Engagement,5,39,Self-assessment
E0178,Recruiting Analytics,2,31,Manager validation
E0178,Stakeholder Management,3,25,Manager validation
E0178,People Analytics,2,40,Project evidence
E0178,Talent Analytics,3,33,Self-assessment
E0178,Data Visualization,2,23,Manager validation
E0178,Data Storytelling,3,10,Self-assessment
E0178,Statistics,3,14,Project evidence
E0178,Data Modeling,3,33,Project evidence
E0178,Talent Intelligence,2,31,Manager validation
E0179,SQL,2,42,Certification
E0179,Excel,2,23,Self-assessment
E0179,Employee Engagement,2,38,Certification
E0179,Stakeholder Management,1,42,Self-assessment
E0179,Learning Analytics,2,25,Certification
E0179,Workforce Planning,2,4,Project evidence
E0179,Talent Analytics,3,41,Manager validation
E0179,People Analytics,2,16,Project evidence
E0179,Communication,3,7,Project evidence
E0179,Data Storytelling,1,4,Self-assessment
E0179,Power BI,1,18,Self-assessment
E0180,HR Data Management,3,11,Manager validation
E0180,Excel,2,48,Manager validation
E0180,Business Acumen,1,26,Manager validation
E0180,Performance Analytics,4,38,Self-assessment
E0180,HRIS,3,34,Project evidence
E0180,Learning Analytics,2,31,Self-assessment
E0180,Workforce Planning,3,4,Project evidence
E0180,Statistics,3,40,Self-assessment
E0180,Communication,1,23,Self-assessment
E0180,Data Visualization,2,9,Self-assessment
E0180,Data Storytelling,3,24,Project evidence
E0180,Skills Gap Analysis,3,23,Manager validation
E0181,Change Management,2,11,Project evidence
E0181,Business Acumen,4,13,Project evidence
E0181,Stakeholder Management,4,17,Project evidence
E0181,Communication,2,24,Manager validation
E0181,Data Storytelling,5,30,Manager validation
E0181,Power BI,2,43,Self-assessment
E0182,Excel,2,22,Manager validation
E0182,Scenario Modeling,2,42,Project evidence
E0182,Data Quality,4,16,Self-assessment
E0182,Stakeholder Management,2,38,Manager validation
E0182,Power BI,3,9,Manager validation
E0182,SQL,2,45,Project evidence
E0182,Power Query,1,8,Certification
E0183,Excel,2,39,Self-assessment
E0183,Business Acumen,2,41,Project evidence
E0183,Data Quality,3,17,Project evidence
E0183,Employee Engagement,2,45,Certification
E0183,Stakeholder Management,2,9,Project evidence
E0183,Data Storytelling,2,13,Self-assessment
E0183,Power BI,1,13,Self-assessment
E0184,Data Quality,1,25,Self-assessment
E0184,Data Modeling,3,44,Manager validation
E0184,NLP,1,27,Manager validation
E0184,Stakeholder Management,2,20,Self-assessment
E0184,Machine Learning,4,24,Self-assessment
E0184,Generative AI,4,46,Self-assessment
E0184,Communication,3,31,Manager validation
E0184,Python,2,32,Manager validation
E0184,Power Query,1,31,Certification
E0185,SQL,5,3,Manager validation
E0185,Change Management,4,47,Manager validation
E0185,Business Acumen,3,9,Self-assessment
E0185,Data Quality,3,27,Self-assessment
E0185,Data Modeling,3,29,Self-assessment
E0185,Stakeholder Management,4,14,Self-assessment
E0185,Machine Learning,4,4,Project evidence
E0185,Data Governance,3,38,Project evidence
E0185,Data Storytelling,4,42,Manager validation
E0185,Project Management,2,13,Project evidence
E0185,Python,4,40,Manager validation
E0186,Excel,5,15,Certification
E0186,Power BI,3,15,Self-assessment
E0186,Business Acumen,2,46,Self-assessment
E0186,Employee Engagement,1,6,Self-assessment
E0186,Communication,1,35,Self-assessment
E0186,Project Management,2,18,Self-assessment
E0186,Internal Mobility,2,41,Manager validation
E0186,Skills Gap Analysis,2,20,Certification
E0187,SQL,2,22,Self-assessment
E0187,Business Acumen,1,19,Manager validation
E0187,Performance Analytics,4,3,Project evidence
E0187,Data Quality,1,24,Certification
E0187,HRIS,2,18,Self-assessment
E0187,Stakeholder Management,3,26,Project evidence
E0187,Workforce Planning,2,21,Manager validation
E0187,People Analytics,4,15,Project evidence
E0187,Statistics,2,39,Manager validation
E0187,Data Visualization,2,22,Self-assessment
E0187,Talent Management,3,28,Certification
E0187,Skills Gap Analysis,1,28,Certification
E0187,Internal Mobility,2,40,Self-assessment
E0188,Excel,2,3,Self-assessment
E0188,Business Acumen,3,42,Self-assessment
E0188,Data Quality,2,6,Manager validation
E0188,Employee Engagement,3,4,Self-assessment
E0188,Stakeholder Management,2,5,Project evidence
E0188,Communication,2,22,Self-assessment
E0188,Power BI,1,39,Manager validation
E0189,Change Management,4,15,Self-assessment
E0189,Excel,2,21,Project evidence
E0189,Scenario Modeling,4,3,Manager validation
E0189,Business Acumen,4,7,Manager validation
E0189,Data Quality,3,16,Project evidence
E0189,Stakeholder Management,5,20,Self-assessment
E0189,Data Storytelling,3,25,Manager validation
E0189,Forecasting,1,5,Certification
E0189,Project Management,4,32,Manager validation
E0189,Statistics,2,21,Self-assessment
E0189,Python,2,18,Project evidence
E0190,SQL,4,3,Project evidence
E0190,Excel,3,15,Manager validation
E0190,Data Modeling,3,37,Certification
E0190,Stakeholder Management,1,23,Self-assessment
E0190,Machine Learning,4,43,Self-assessment
E0190,Data Governance,3,33,Project evidence
E0190,Generative AI,3,8,Self-assessment
E0190,Project Management,2,15,Project evidence
E0190,People Analytics,2,16,Certification
E0190,Internal Mobility,1,45,Certification
E0191,SQL,4,33,Project evidence
E0191,Excel,3,42,Project evidence
E0191,Business Acumen,3,10,Self-assessment
E0191,Data Modeling,4,28,Project evidence
E0191,NLP,4,46,Certification
E0191,Data Governance,3,46,Project evidence
E0191,Generative AI,3,8,Self-assessment
E0191,Communication,3,48,Self-assessment
E0192,Business Acumen,2,34,Manager validation
E0192,Power BI,4,18,Project evidence
E0192,Stakeholder Management,2,30,Manager validation
E0192,Data Storytelling,1,32,Self-assessment
E0192,Project Management,1,8,Project evidence
E0193,Change Management,5,3,Manager validation
E0193,Excel,2,27,Project evidence
E0193,Power BI,3,25,Certification
E0193,Business Acumen,2,46,Self-assessment
E0193,Stakeholder Management,2,45,Manager validation
E0193,Statistics,3,15,Manager validation
E0193,Communication,2,21,Certification
E0193,Data Storytelling,3,12,Manager validation
E0193,Project Management,2,15,Self-assessment
E0193,Talent Intelligence,1,27,Manager validation
E0193,Skills Gap Analysis,2,45,Manager validation
E0194,Change Management,3,9,Manager validation
E0194,Excel,2,34,Self-assessment
E0194,Business Acumen,3,20,Self-assessment
E0194,Data Quality,2,15,Project evidence
E0194,Stakeholder Management,2,19,Certification
E0194,Communication,3,41,Self-assessment
E0194,Data Storytelling,4,7,Self-assessment
E0195,SQL,2,32,Certification
E0195,HR Data Management,3,24,Self-assessment
E0195,Excel,2,43,Manager validation
E0195,Data Quality,4,23,Manager validation
E0195,Employee Engagement,3,6,Self-assessment
E0195,Recruiting Analytics,4,33,Self-assessment
E0195,Learning Analytics,2,10,Manager validation
E0195,Talent Analytics,2,46,Self-assessment
E0195,Data Visualization,1,26,Certification
E0195,Data Storytelling,3,26,Manager validation
E0195,Project Management,2,23,Project evidence
E0195,Python,3,6,Project evidence
E0195,Power Query,1,33,Certification
E0196,Excel,1,31,Manager validation
E0196,Power BI,1,35,Manager validation
E0196,Data Quality,2,22,Self-assessment
E0196,Communication,2,6,Project evidence
E0196,Forecasting,2,28,Self-assessment
E0196,Project Management,1,22,Self-assessment
E0196,Data Modeling,3,36,Manager validation
E0196,DAX,2,46,Self-assessment
E0197,Excel,1,9,Manager validation
E0197,Business Acumen,3,39,Manager validation
E0197,Data Quality,2,34,Self-assessment
E0197,Communication,5,5,Manager validation
E0197,Data Storytelling,2,9,Self-assessment
E0197,Project Management,1,45,Self-assessment
E0198,Excel,2,32,Self-assessment
E0198,Business Acumen,4,22,Manager validation
E0198,Data Quality,3,10,Manager validation
E0198,Data Visualization,3,15,Manager validation
E0198,Statistics,2,31,Project evidence
E0198,Power BI,1,48,Certification
E0199,Business Acumen,1,35,Project evidence
E0199,Performance Analytics,4,31,Certification
E0199,Employee Engagement,2,29,Manager validation
E0199,Recruiting Analytics,2,33,Self-assessment
E0199,Stakeholder Management,4,45,Manager validation
E0199,Workforce Planning,2,6,Manager validation
E0199,Talent Analytics,1,31,Manager validation
E0199,Data Visualization,2,29,Project evidence
E0199,Communication,2,24,Self-assessment
E0199,Statistics,2,45,Self-assessment
E0199,Power BI,1,16,Manager validation
E0200,Change Management,1,10,Self-assessment
E0200,Excel,2,27,Certification
E0200,Scenario Modeling,2,40,Manager validation
E0200,Business Acumen,4,41,Self-assessment
E0200,Stakeholder Management,4,27,Manager validation
E0200,Data Visualization,1,15,Self-assessment
E0200,Communication,2,28,Self-assessment
E0200,Data Storytelling,4,4,Manager validation
E0200,Power BI,3,38,Self-assessment
E0201,Change Management,4,19,Self-assessment
E0201,Scenario Modeling,3,23,Self-assessment
E0201,Power BI,2,8,Manager validation
E0201,Business Acumen,4,34,Certification
E0201,Data Quality,2,29,Project evidence
E0201,Stakeholder Management,4,31,Self-assessment
E0201,Data Visualization,1,45,Manager validation
E0201,Communication,2,12,Manager validation
E0201,Data Storytelling,4,31,Manager validation
E0201,Forecasting,2,12,Self-assessment
E0201,Project Management,1,7,Certification
E0202,SQL,4,8,Self-assessment
E0202,Business Acumen,1,44,Certification
E0202,Data Quality,2,13,Self-assessment
E0202,NLP,4,28,Self-assessment
E0202,Data Governance,2,28,Project evidence
E0202,Generative AI,2,15,Certification
E0202,Communication,3,29,Manager validation
E0202,Python,5,34,Project evidence
E0203,SQL,3,45,Project evidence
E0203,Change Management,4,24,Self-assessment
E0203,Excel,2,8,Certification
E0203,Business Acumen,4,36,Self-assessment
E0203,Stakeholder Management,4,24,Project evidence
E0203,Data Governance,4,22,Self-assessment
E0203,Machine Learning,4,33,Project evidence
E0203,Generative AI,4,15,Manager validation
E0203,Communication,3,45,Manager validation
E0203,Data Storytelling,5,21,Certification
E0203,Python,2,28,Self-assessment
E0204,Excel,2,13,Project evidence
E0204,Business Acumen,1,8,Self-assessment
E0204,Project Management,2,24,Certification
E0204,Employee Engagement,2,25,Manager validation
E0204,Communication,5,39,Project evidence
E0204,Power BI,1,41,Self-assessment
E0205,Change Management,5,38,Manager validation
E0205,Business Acumen,3,23,Self-assessment
E0205,Data Modeling,5,47,Self-assessment
E0205,Stakeholder Management,3,34,Manager validation
E0205,Machine Learning,4,43,Self-assessment
E0205,Data Governance,1,4,Project evidence
E0205,Generative AI,3,43,Certification
E0205,Communication,1,16,Manager validation
E0205,Data Storytelling,2,18,Certification
E0205,Project Management,2,24,Certification
E0205,Python,4,11,Self-assessment
E0206,Excel,1,15,Manager validation
E0206,Data Modeling,2,21,Self-assessment
E0206,NLP,3,21,Project evidence
E0206,Stakeholder Management,2,6,Certification
E0206,Machine Learning,4,25,Manager validation
E0206,Generative AI,5,43,Self-assessment
E0206,Project Management,3,20,Project evidence
E0206,Python,3,10,Manager validation
E0206,Power BI,2,40,Manager validation
E0206,SQL,2,42,Project evidence
E0207,SQL,3,12,Manager validation
E0207,Change Management,4,45,Self-assessment
E0207,Business Acumen,3,36,Self-assessment
E0207,Data Quality,3,12,Self-assessment
E0207,Data Modeling,3,18,Self-assessment
E0207,NLP,4,18,Project evidence
E0207,Stakeholder Management,5,39,Certification
E0207,Data Governance,2,17,Self-assessment
E0207,Machine Learning,4,10,Self-assessment
E0207,Communication,2,36,Self-assessment
E0207,Data Storytelling,5,5,Self-assessment
E0207,Project Management,3,28,Self-assessment
E0207,DAX,2,22,Project evidence
E0207,People Analytics,2,41,Self-assessment
E0207,Workforce Planning,1,3,Self-assessment
E0208,Excel,2,22,Self-assessment
E0208,Power BI,2,23,Self-assessment
E0208,Employee Engagement,1,4,Manager validation
E0208,Stakeholder Management,2,30,Certification
E0208,Communication,2,9,Manager validation
E0208,Data Storytelling,3,37,Manager validation
E0208,Project Management,1,19,Manager validation
E0208,Python,3,21,Manager validation
E0208,Statistics,1,39,Self-assessment
E0208,Talent Intelligence,2,47,Project evidence
E0208,Workforce Planning,1,40,Certification
E0209,Excel,2,21,Self-assessment
E0209,Business Acumen,2,31,Certification
E0209,Stakeholder Management,4,47,Self-assessment
E0209,Generative AI,2,10,Manager validation
E0209,Statistics,2,21,Project evidence
E0209,Data Storytelling,4,18,Self-assessment
E0209,Internal Mobility,2,25,Certification
E0209,Talent Intelligence,3,31,Manager validation
E0210,Excel,1,30,Self-assessment
E0210,Business Acumen,3,39,Project evidence
E0210,Stakeholder Management,3,35,Manager validation
E0210,Communication,2,16,Manager validation
E0210,Data Storytelling,2,19,Manager validation
E0210,Project Management,1,12,Self-assessment
E0210,Data Modeling,1,12,Certification
E0210,Power BI,2,22,Self-assessment
E0211,Excel,2,10,Manager validation
E0211,Business Acumen,1,42,Manager validation
E0211,Power BI,2,38,Manager validation
E0211,Data Quality,4,39,Project evidence
E0211,Stakeholder Management,3,30,Manager validation
E0211,Data Storytelling,3,40,Self-assessment
E0211,Project Management,3,25,Manager validation
E0211,SQL,1,7,Manager validation
E0211,Power Query,1,39,Self-assessment
E0211,Skills Gap Analysis,3,47,Manager validation
E0211,Workforce Planning,1,32,Manager validation
E0212,SQL,2,37,Certification
E0212,HR Data Management,2,15,Self-assessment
E0212,Excel,4,35,Manager validation
E0212,Performance Analytics,3,25,Project evidence
E0212,Data Quality,1,34,Self-assessment
E0212,Recruiting Analytics,3,47,Manager validation
E0212,Stakeholder Management,2,32,Manager validation
E0212,Learning Analytics,3,28,Manager validation
E0212,Data Storytelling,2,40,Manager validation
E0212,Data Visualization,2,25,Self-assessment
E0212,Talent Management,3,45,Project evidence
E0212,Python,1,27,Manager validation
E0213,Change Management,3,39,Manager validation
E0213,Business Acumen,4,22,Self-assessment
E0213,Power BI,3,36,Manager validation
E0213,Data Quality,2,8,Manager validation
E0213,Stakeholder Management,4,19,Self-assessment
E0213,Generative AI,2,43,Self-assessment
E0213,Statistics,2,14,Self-assessment
E0213,Data Visualization,3,35,Certification
E0213,Data Storytelling,3,6,Manager validation
E0213,Project Management,2,13,Self-assessment
E0214,Excel,3,33,Manager validation
E0214,Scenario Modeling,3,34,Project evidence
E0214,Stakeholder Management,2,21,Certification
E0214,Statistics,3,19,Self-assessment
E0214,Data Visualization,4,5,Self-assessment
E0214,Forecasting,2,22,Self-assessment
E0214,Project Management,2,15,Certification
E0215,SQL,1,34,Manager validation
E0215,HR Data Management,1,20,Project evidence
E0215,Power BI,2,13,Project evidence
E0215,Performance Analytics,3,5,Self-assessment
E0215,Data Quality,1,23,Self-assessment
E0215,Employee Engagement,2,45,Certification
E0215,HRIS,3,48,Project evidence
E0215,Learning Analytics,2,4,Manager validation
E0215,Statistics,2,44,Project evidence
E0215,Communication,1,17,Manager validation
E0215,Project Management,2,47,Self-assessment
E0215,DAX,3,42,Project evidence
E0215,Power Query,2,33,Certification
E0216,SQL,2,4,Project evidence
E0216,Excel,4,30,Manager validation
E0216,Business Acumen,2,45,Certification
E0216,Stakeholder Management,2,13,Project evidence
E0216,Machine Learning,3,26,Manager validation
E0216,Data Governance,3,6,Self-assessment
E0216,Generative AI,4,6,Certification
E0216,Python,4,5,Certification
E0217,Excel,2,32,Project evidence
E0217,Business Acumen,1,7,Project evidence
E0217,Data Modeling,5,22,Self-assessment
E0217,NLP,4,7,Project evidence
E0217,Data Governance,3,46,Project evidence
E0217,Machine Learning,4,12,Manager validation
E0217,Project Management,1,3,Manager validation
E0217,Python,3,11,Project evidence
E0218,SQL,3,11,Self-assessment
E0218,Business Acumen,3,7,Certification
E0218,Power BI,1,4,Manager validation
E0218,Data Quality,1,30,Project evidence
E0218,Employee Engagement,3,22,Project evidence
E0218,HRIS,3,15,Manager validation
E0218,Recruiting Analytics,3,14,Self-assessment
E0218,Workforce Planning,5,18,Manager validation
E0218,People Analytics,4,23,Manager validation
E0218,Data Visualization,2,42,Project evidence
E0218,Project Management,1,29,Project evidence
E0219,Excel,2,32,Self-assessment
E0219,Scenario Modeling,1,16,Project evidence
E0219,Data Quality,1,42,Self-assessment
E0219,Forecasting,2,16,Manager validation
E0219,Project Management,2,22,Manager validation
E0220,SQL,3,11,Self-assessment
E0220,Change Management,4,13,Self-assessment
E0220,Excel,1,28,Self-assessment
E0220,Business Acumen,2,29,Self-assessment
E0220,Performance Analytics,2,16,Self-assessment
E0220,Employee Engagement,5,46,Self-assessment
E0220,Recruiting Analytics,3,44,Manager validation
E0220,Stakeholder Management,4,23,Certification
E0220,Data Storytelling,3,13,Project evidence
E0220,Talent Analytics,3,18,Project evidence
E0220,Data Visualization,3,28,Manager validation
E0220,Communication,1,24,Self-assessment
E0220,Talent Management,3,38,Certification
E0220,Power BI,3,26,Self-assessment
E0221,Excel,2,18,Self-assessment
E0221,Scenario Modeling,1,46,Self-assessment
E0221,Business Acumen,1,26,Project evidence
E0221,Power BI,1,34,Self-assessment
E0221,Communication,2,35,Project evidence
E0221,Project Management,3,8,Manager validation
E0222,Change Management,2,14,Project evidence
E0222,Scenario Modeling,2,32,Manager validation
E0222,Power BI,4,47,Certification
E0222,Business Acumen,5,3,Certification
E0222,Data Quality,2,17,Self-assessment
E0222,Stakeholder Management,4,12,Manager validation
E0222,Data Storytelling,3,21,Manager validation
E0222,Forecasting,3,6,Self-assessment
E0222,Project Management,3,31,Self-assessment
E0222,People Analytics,1,24,Self-assessment
E0222,Skills Gap Analysis,1,35,Project evidence
E0223,Change Management,5,40,Self-assessment
E0223,Excel,1,35,Self-assessment
E0223,Scenario Modeling,2,24,Self-assessment
E0223,Business Acumen,4,7,Project evidence
E0223,Data Quality,2,47,Self-assessment
E0223,Stakeholder Management,3,19,Project evidence
E0223,Data Storytelling,5,44,Self-assessment
E0223,Forecasting,2,16,Self-assessment
E0224,Change Management,3,7,Manager validation
E0224,Excel,2,37,Manager validation
E0224,Business Acumen,3,21,Self-assessment
E0224,Performance Analytics,2,38,Self-assessment
E0224,Data Quality,2,33,Project evidence
E0224,Stakeholder Management,4,8,Manager validation
E0224,Data Storytelling,3,17,Self-assessment
E0224,Power BI,2,44,Project evidence
E0224,Workforce Planning,1,42,Project evidence
E0224,People Analytics,3,14,Certification
E0225,Excel,2,44,Manager validation
E0225,Business Acumen,4,7,Manager validation
E0225,Power BI,3,41,Certification
E0225,Generative AI,2,29,Certification
E0225,Statistics,1,25,Manager validation
E0225,Data Storytelling,2,39,Manager validation
E0225,Project Management,1,20,Self-assessment
E0225,Python,1,16,Manager validation
E0225,Power Query,2,45,Manager validation
E0225,Skills Gap Analysis,2,13,Manager validation
E0225,Internal Mobility,1,11,Manager validation
E0226,Excel,4,37,Manager validation
E0226,Business Acumen,2,12,Self-assessment
E0226,Data Quality,2,11,Self-assessment
E0226,Communication,1,6,Self-assessment
E0226,Forecasting,2,10,Self-assessment
E0226,Power BI,2,22,Manager validation
E0226,SQL,2,36,Self-assessment
E0226,Statistics,1,8,Self-assessment
E0227,Excel,1,15,Self-assessment
E0227,Business Acumen,2,14,Manager validation
E0227,Project Management,2,12,Self-assessment
E0227,Data Quality,1,44,Manager validation
E0227,Data Storytelling,3,35,Project evidence
E0227,Power BI,1,10,Certification
E0227,Internal Mobility,2,39,Project evidence
E0227,Talent Intelligence,1,33,Self-assessment
E0228,Business Acumen,3,24,Manager validation
E0228,Project Management,2,4,Project evidence
E0228,Data Quality,2,10,Project evidence
E0228,Communication,2,48,Manager validation
E0228,Forecasting,2,44,Self-assessment
