EmployeeID,RoleID,RoleName,WeightedSkillReadiness,MandatorySkillCoverage,RoleReadinessScore,TotalSkillGap,CriticalGapCount,MissingSkillCount,Department,JobLevel,Location,TenureYears,PerformanceRating,PotentialCategory,MobilityInterest,ReadinessBand
E0166,R002,Senior People Analytics Analyst,20.8,0.0,17.7,37.0,6.0,8.0,Finance,L3,"Montreal, QC",0.8,3,Solid,Medium,Significant Gap
E0166,R003,Talent Intelligence Analyst,0.0,0.0,0.0,39.0,5.0,11.0,Finance,L3,"Montreal, QC",0.8,3,Solid,Medium,Significant Gap
E0166,R004,Workforce Planning Analyst,39.6,25.0,37.4,24.0,3.0,5.0,Finance,L3,"Montreal, QC",0.8,3,Solid,Medium,Significant Gap
E0166,R005,HR Data Analyst,15.0,0.0,12.8,23.0,4.0,7.0,Finance,L3,"Montreal, QC",0.8,3,Solid,Medium,Significant Gap
E0166,R006,People Analytics Manager,14.5,0.0,12.3,44.0,5.0,9.0,Finance,L3,"Montreal, QC",0.8,3,Solid,Medium,Significant Gap
E0166,R007,HRIS & People Data Specialist,21.7,0.0,18.5,28.0,5.0,7.0,Finance,L3,"Montreal, QC",0.8,3,Solid,Medium,Significant Gap
E0166,R008,Talent Management Analytics Specialist,6.2,0.0,5.3,34.0,4.0,9.0,Finance,L3,"Montreal, QC",0.8,3,Solid,Medium,Significant Gap
E0167,R001,People Analytics Specialist,24.4,0.0,20.7,30.0,5.0,8.0,Sales,L4,"Toronto, ON",3.3,4,High,Medium,Significant Gap
E0167,R002,Senior People Analytics Analyst,16.5,0.0,14.0,40.0,6.0,9.0,Sales,L4,"Toronto, ON",3.3,4,High,Medium,Significant Gap
E0167,R003,Talent Intelligence Analyst,12.8,0.0,10.9,34.0,5.0,9.0,Sales,L4,"Toronto, ON",3.3,4,High,Medium,Significant Gap
E0167,R004,Workforce Planning Analyst,26.4,0.0,22.4,26.0,4.0,6.0,Sales,L4,"Toronto, ON",3.3,4,High,Medium,Significant Gap
E0167,R005,HR Data Analyst,17.5,0.0,14.9,23.0,4.0,7.0,Sales,L4,"Toronto, ON",3.3,4,High,Medium,Significant Gap
E0167,R006,People Analytics Manager,23.4,0.0,19.9,40.0,5.0,8.0,Sales,L4,"Toronto, ON",3.3,4,High,Medium,Significant Gap
E0167,R007,HRIS & People Data Specialist,10.9,0.0,9.2,32.0,5.0,8.0,Sales,L4,"Toronto, ON",3.3,4,High,Medium,Significant Gap
E0167,R008,Talent Management Analytics Specialist,6.2,0.0,5.3,34.0,4.0,9.0,Sales,L4,"Toronto, ON",3.3,4,High,Medium,Significant Gap
E0168,R001,People Analytics Specialist,18.2,0.0,15.4,33.0,5.0,9.0,Sales,L3,"Montreal, QC",5.7,3,Solid,Medium,Significant Gap
E0168,R002,Senior People Analytics Analyst,11.7,0.0,9.9,42.0,6.0,9.0,Sales,L3,"Montreal, QC",5.7,3,Solid,Medium,Significant Gap
E0168,R003,Talent Intelligence Analyst,5.1,0.0,4.4,37.0,5.0,10.0,Sales,L3,"Montreal, QC",5.7,3,Solid,Medium,Significant Gap
E0168,R004,Workforce Planning Analyst,20.8,0.0,17.7,29.0,4.0,6.0,Sales,L3,"Montreal, QC",5.7,3,Solid,Medium,Significant Gap
E0168,R005,HR Data Analyst,19.2,0.0,16.3,22.0,4.0,6.0,Sales,L3,"Montreal, QC",5.7,3,Solid,Medium,Significant Gap
E0168,R006,People Analytics Manager,13.1,0.0,11.1,45.0,5.0,8.0,Sales,L3,"Montreal, QC",5.7,3,Solid,Medium,Significant Gap
E0168,R007,HRIS & People Data Specialist,13.0,0.0,11.1,31.0,5.0,7.0,Sales,L3,"Montreal, QC",5.7,3,Solid,Medium,Significant Gap
E0168,R008,Talent Management Analytics Specialist,14.6,0.0,12.4,31.0,4.0,7.0,Sales,L3,"Montreal, QC",5.7,3,Solid,Medium,Significant Gap
E0169,R001,People Analytics Specialist,14.3,0.0,12.1,35.0,5.0,10.0,Engineering,L3,"Vancouver, BC",10.5,3,Solid,High,Significant Gap
E0169,R002,Senior People Analytics Analyst,27.5,0.0,23.4,35.0,6.0,8.0,Engineering,L3,"Vancouver, BC",10.5,3,Solid,High,Significant Gap
E0169,R003,Talent Intelligence Analyst,23.1,0.0,19.6,30.0,5.0,8.0,Engineering,L3,"Vancouver, BC",10.5,3,Solid,High,Significant Gap
E0169,R004,Workforce Planning Analyst,6.2,0.0,5.3,35.0,4.0,9.0,Engineering,L3,"Vancouver, BC",10.5,3,Solid,High,Significant Gap
E0169,R005,HR Data Analyst,24.6,0.0,20.9,21.0,4.0,6.0,Engineering,L3,"Vancouver, BC",10.5,3,Solid,High,Significant Gap
E0169,R006,People Analytics Manager,11.4,0.0,9.7,46.0,5.0,10.0,Engineering,L3,"Vancouver, BC",10.5,3,Solid,High,Significant Gap
E0169,R007,HRIS & People Data Specialist,32.6,0.0,27.7,25.0,5.0,6.0,Engineering,L3,"Vancouver, BC",10.5,3,Solid,High,Significant Gap
E0169,R008,Talent Management Analytics Specialist,10.4,0.0,8.9,32.0,4.0,8.0,Engineering,L3,"Vancouver, BC",10.5,3,Solid,High,Significant Gap
E0170,R001,People Analytics Specialist,7.1,0.0,6.1,38.0,5.0,11.0,Engineering,L3,"Vancouver, BC",0.9,4,High,High,Significant Gap
E0170,R002,Senior People Analytics Analyst,18.9,0.0,16.1,38.0,6.0,8.0,Engineering,L3,"Vancouver, BC",0.9,4,High,High,Significant Gap
E0170,R003,Talent Intelligence Analyst,15.4,0.0,13.1,33.0,5.0,9.0,Engineering,L3,"Vancouver, BC",0.9,4,High,High,Significant Gap
E0170,R004,Workforce Planning Analyst,4.2,0.0,3.5,36.0,4.0,9.0,Engineering,L3,"Vancouver, BC",0.9,4,High,High,Significant Gap
E0170,R005,HR Data Analyst,14.6,0.0,12.4,25.0,4.0,7.0,Engineering,L3,"Vancouver, BC",0.9,4,High,High,Significant Gap
E0170,R006,People Analytics Manager,11.0,0.0,9.4,46.0,5.0,9.0,Engineering,L3,"Vancouver, BC",0.9,4,High,High,Significant Gap
E0170,R007,HRIS & People Data Specialist,26.1,0.0,22.2,27.0,5.0,6.0,Engineering,L3,"Vancouver, BC",0.9,4,High,High,Significant Gap
E0170,R008,Talent Management Analytics Specialist,0.0,0.0,0.0,37.0,4.0,10.0,Engineering,L3,"Vancouver, BC",0.9,4,High,High,Significant Gap
E0171,R001,People Analytics Specialist,15.5,0.0,13.2,35.0,5.0,9.0,Marketing,L2,"Toronto, ON",4.3,5,Developing,Low,Significant Gap
E0171,R002,Senior People Analytics Analyst,11.7,0.0,9.9,42.0,6.0,9.0,Marketing,L2,"Toronto, ON",4.3,5,Developing,Low,Significant Gap
E0171,R003,Talent Intelligence Analyst,6.4,0.0,5.4,35.0,5.0,9.0,Marketing,L2,"Toronto, ON",4.3,5,Developing,Low,Significant Gap
E0171,R004,Workforce Planning Analyst,16.0,0.0,13.6,32.0,4.0,7.0,Marketing,L2,"Toronto, ON",4.3,5,Developing,Low,Significant Gap
E0171,R005,HR Data Analyst,11.7,0.0,9.9,25.0,4.0,7.0,Marketing,L2,"Toronto, ON",4.3,5,Developing,Low,Significant Gap
E0171,R006,People Analytics Manager,12.4,0.0,10.6,45.0,5.0,9.0,Marketing,L2,"Toronto, ON",4.3,5,Developing,Low,Significant Gap
E0171,R007,HRIS & People Data Specialist,13.0,0.0,11.1,31.0,5.0,8.0,Marketing,L2,"Toronto, ON",4.3,5,Developing,Low,Significant Gap
E0171,R008,Talent Management Analytics Specialist,4.9,0.0,4.1,35.0,4.0,8.0,Marketing,L2,"Toronto, ON",4.3,5,Developing,Low,Significant Gap
E0172,R001,People Analytics Specialist,16.7,20.0,17.2,35.0,4.0,9.0,Engineering,L2,"Toronto, ON",3.0,4,High,Medium,Significant Gap
E0172,R002,Senior People Analytics Analyst,15.0,0.0,12.8,41.0,6.0,9.0,Engineering,L2,"Toronto, ON",3.0,4,High,Medium,Significant Gap
E0172,R003,Talent Intelligence Analyst,12.8,0.0,10.9,33.0,5.0,8.0,Engineering,L2,"Toronto, ON",3.0,4,High,Medium,Significant Gap
E0172,R004,Workforce Planning Analyst,6.2,0.0,5.3,35.0,4.0,8.0,Engineering,L2,"Toronto, ON",3.0,4,High,Medium,Significant Gap
E0172,R005,HR Data Analyst,25.0,25.0,25.0,21.0,3.0,6.0,Engineering,L2,"Toronto, ON",3.0,4,High,Medium,Significant Gap
E0172,R006,People Analytics Manager,9.0,0.0,7.6,48.0,5.0,10.0,Engineering,L2,"Toronto, ON",3.0,4,High,Medium,Significant Gap
E0172,R007,HRIS & People Data Specialist,19.9,0.0,16.9,30.0,5.0,7.0,Engineering,L2,"Toronto, ON",3.0,4,High,Medium,Significant Gap
E0172,R008,Talent Management Analytics Specialist,8.3,0.0,7.1,33.0,4.0,8.0,Engineering,L2,"Toronto, ON",3.0,4,High,Medium,Significant Gap
E0173,R001,People Analytics Specialist,18.8,0.0,15.9,33.0,5.0,9.0,Sales,L1,"Calgary, AB",6.1,5,Developing,High,Significant Gap
E0173,R002,Senior People Analytics Analyst,15.8,0.0,13.5,40.0,6.0,9.0,Sales,L1,"Calgary, AB",6.1,5,Developing,High,Significant Gap
E0173,R003,Talent Intelligence Analyst,7.7,0.0,6.5,36.0,5.0,10.0,Sales,L1,"Calgary, AB",6.1,5,Developing,High,Significant Gap
E0173,R004,Workforce Planning Analyst,22.9,0.0,19.5,28.0,4.0,6.0,Sales,L1,"Calgary, AB",6.1,5,Developing,High,Significant Gap
E0173,R005,HR Data Analyst,16.7,0.0,14.2,23.0,4.0,6.0,Sales,L1,"Calgary, AB",6.1,5,Developing,High,Significant Gap
E0173,R006,People Analytics Manager,15.5,0.0,13.2,44.0,5.0,9.0,Sales,L1,"Calgary, AB",6.1,5,Developing,High,Significant Gap
E0173,R007,HRIS & People Data Specialist,13.0,0.0,11.1,31.0,5.0,8.0,Sales,L1,"Calgary, AB",6.1,5,Developing,High,Significant Gap
E0173,R008,Talent Management Analytics Specialist,11.1,0.0,9.4,32.0,4.0,7.0,Sales,L1,"Calgary, AB",6.1,5,Developing,High,Significant Gap
E0174,R001,People Analytics Specialist,23.8,0.0,20.2,31.0,5.0,8.0,Finance,L2,"Toronto, ON",0.3,4,High,Medium,Significant Gap
E0174,R002,Senior People Analytics Analyst,10.8,0.0,9.2,42.0,6.0,9.0,Finance,L2,"Toronto, ON",0.3,4,High,Medium,Significant Gap
E0174,R003,Talent Intelligence Analyst,12.9,0.0,11.0,34.0,5.0,8.0,Finance,L2,"Toronto, ON",0.3,4,High,Medium,Significant Gap
E0174,R004,Workforce Planning Analyst,21.5,0.0,18.3,29.0,4.0,6.0,Finance,L2,"Toronto, ON",0.3,4,High,Medium,Significant Gap
E0174,R005,HR Data Analyst,17.5,0.0,14.9,23.0,4.0,7.0,Finance,L2,"Toronto, ON",0.3,4,High,Medium,Significant Gap
E0174,R006,People Analytics Manager,14.5,0.0,12.3,44.0,5.0,9.0,Finance,L2,"Toronto, ON",0.3,4,High,Medium,Significant Gap
E0174,R007,HRIS & People Data Specialist,13.0,0.0,11.1,31.0,5.0,8.0,Finance,L2,"Toronto, ON",0.3,4,High,Medium,Significant Gap
E0174,R008,Talent Management Analytics Specialist,11.5,0.0,9.7,33.0,4.0,8.0,Finance,L2,"Toronto, ON",0.3,4,High,Medium,Significant Gap
E0175,R001,People Analytics Specialist,10.7,0.0,9.1,36.0,5.0,10.0,Legal & Compliance,L3,"Toronto, ON",0.3,2,Solid,Medium,Significant Gap
E0175,R002,Senior People Analytics Analyst,0.0,0.0,0.0,48.0,6.0,12.0,Legal & Compliance,L3,"Toronto, ON",0.3,2,Solid,Medium,Significant Gap
E0175,R003,Talent Intelligence Analyst,0.0,0.0,0.0,39.0,5.0,11.0,Legal & Compliance,L3,"Toronto, ON",0.3,2,Solid,Medium,Significant Gap
E0175,R004,Workforce Planning Analyst,4.2,0.0,3.5,36.0,4.0,9.0,Legal & Compliance,L3,"Toronto, ON",0.3,2,Solid,Medium,Significant Gap
E0175,R005,HR Data Analyst,17.9,0.0,15.2,23.0,4.0,6.0,Legal & Compliance,L3,"Toronto, ON",0.3,2,Solid,Medium,Significant Gap
E0175,R006,People Analytics Manager,5.2,0.0,4.4,49.0,5.0,11.0,Legal & Compliance,L3,"Toronto, ON",0.3,2,Solid,Medium,Significant Gap
E0175,R007,HRIS & People Data Specialist,14.1,0.0,12.0,31.0,5.0,8.0,Legal & Compliance,L3,"Toronto, ON",0.3,2,Solid,Medium,Significant Gap
E0175,R008,Talent Management Analytics Specialist,2.1,0.0,1.8,36.0,4.0,9.0,Legal & Compliance,L3,"Toronto, ON",0.3,2,Solid,Medium,Significant Gap
E0176,R001,People Analytics Specialist,34.2,20.0,32.1,28.0,4.0,7.0,Engineering,L6,"Montreal, QC",3.8,4,Developing,Low,Significant Gap
E0176,R002,Senior People Analytics Analyst,33.8,33.3,33.7,33.0,4.0,7.0,Engineering,L6,"Montreal, QC",3.8,4,Developing,Low,Significant Gap
E0176,R003,Talent Intelligence Analyst,26.9,0.0,22.9,27.0,5.0,7.0,Engineering,L6,"Montreal, QC",3.8,4,Developing,Low,Significant Gap
E0176,R004,Workforce Planning Analyst,25.0,0.0,21.2,27.0,4.0,6.0,Engineering,L6,"Montreal, QC",3.8,4,Developing,Low,Significant Gap
E0176,R005,HR Data Analyst,34.2,25.0,32.8,20.0,3.0,5.0,Engineering,L6,"Montreal, QC",3.8,4,Developing,Low,Significant Gap
E0176,R006,People Analytics Manager,35.9,0.0,30.5,34.0,5.0,6.0,Engineering,L6,"Montreal, QC",3.8,4,Developing,Low,Significant Gap
E0176,R007,HRIS & People Data Specialist,30.4,20.0,28.9,26.0,4.0,6.0,Engineering,L6,"Montreal, QC",3.8,4,Developing,Low,Significant Gap
E0176,R008,Talent Management Analytics Specialist,8.3,0.0,7.1,33.0,4.0,9.0,Engineering,L6,"Montreal, QC",3.8,4,Developing,Low,Significant Gap
E0177,R001,People Analytics Specialist,39.0,40.0,39.1,27.0,3.0,7.0,Human Resources,L4,Remote - Canada,6.8,2,High,High,Significant Gap
E0177,R002,Senior People Analytics Analyst,32.2,16.7,29.8,33.0,5.0,8.0,Human Resources,L4,Remote - Canada,6.8,2,High,High,Significant Gap
E0177,R003,Talent Intelligence Analyst,23.1,0.0,19.6,30.0,5.0,8.0,Human Resources,L4,Remote - Canada,6.8,2,High,High,Significant Gap
E0177,R004,Workforce Planning Analyst,25.0,0.0,21.2,27.0,4.0,7.0,Human Resources,L4,Remote - Canada,6.8,2,High,High,Significant Gap
E0177,R005,HR Data Analyst,40.0,25.0,37.8,20.0,3.0,5.0,Human Resources,L4,Remote - Canada,6.8,2,High,High,Significant Gap
E0177,R006,People Analytics Manager,40.3,0.0,34.3,32.0,5.0,6.0,Human Resources,L4,Remote - Canada,6.8,2,High,High,Significant Gap
E0177,R007,HRIS & People Data Specialist,31.9,0.0,27.1,24.0,5.0,4.0,Human Resources,L4,Remote - Canada,6.8,2,High,High,Significant Gap
E0177,R008,Talent Management Analytics Specialist,35.6,0.0,30.2,23.0,4.0,5.0,Human Resources,L4,Remote - Canada,6.8,2,High,High,Significant Gap
E0178,R001,People Analytics Specialist,47.3,0.0,40.2,21.0,5.0,4.0,Human Resources,L2,"Montreal, QC",1.6,5,High,High,Significant Gap
E0178,R002,Senior People Analytics Analyst,37.5,0.0,31.9,30.0,6.0,5.0,Human Resources,L2,"Montreal, QC",1.6,5,High,High,Significant Gap
E0178,R003,Talent Intelligence Analyst,33.8,0.0,28.7,26.0,5.0,6.0,Human Resources,L2,"Montreal, QC",1.6,5,High,High,Significant Gap
E0178,R004,Workforce Planning Analyst,29.2,0.0,24.8,26.0,4.0,6.0,Human Resources,L2,"Montreal, QC",1.6,5,High,High,Significant Gap
E0178,R005,HR Data Analyst,21.2,0.0,18.1,23.0,4.0,6.0,Human Resources,L2,"Montreal, QC",1.6,5,High,High,Significant Gap
E0178,R006,People Analytics Manager,30.2,0.0,25.7,37.0,5.0,6.0,Human Resources,L2,"Montreal, QC",1.6,5,High,High,Significant Gap
E0178,R007,HRIS & People Data Specialist,31.9,0.0,27.1,25.0,5.0,5.0,Human Resources,L2,"Montreal, QC",1.6,5,High,High,Significant Gap
E0178,R008,Talent Management Analytics Specialist,35.1,0.0,29.8,24.0,4.0,5.0,Human Resources,L2,"Montreal, QC",1.6,5,High,High,Significant Gap
E0179,R001,People Analytics Specialist,26.2,0.0,22.3,30.0,5.0,5.0,Human Resources,L1,"Toronto, ON",6.1,3,Solid,High,Significant Gap
E0179,R002,Senior People Analytics Analyst,15.2,0.0,12.9,41.0,6.0,7.0,Human Resources,L1,"Toronto, ON",6.1,3,Solid,High,Significant Gap
E0179,R003,Talent Intelligence Analyst,13.8,0.0,11.7,34.0,5.0,8.0,Human Resources,L1,"Toronto, ON",6.1,3,Solid,High,Significant Gap
E0179,R004,Workforce Planning Analyst,16.8,0.0,14.3,31.0,4.0,5.0,Human Resources,L1,"Toronto, ON",6.1,3,Solid,High,Significant Gap
E0179,R005,HR Data Analyst,28.3,0.0,24.1,19.0,4.0,4.0,Human Resources,L1,"Toronto, ON",6.1,3,Solid,High,Significant Gap
E0179,R006,People Analytics Manager,23.2,0.0,19.7,40.0,5.0,5.0,Human Resources,L1,"Toronto, ON",6.1,3,Solid,High,Significant Gap
E0179,R007,HRIS & People Data Specialist,16.7,0.0,14.2,31.0,5.0,6.0,Human Resources,L1,"Toronto, ON",6.1,3,Solid,High,Significant Gap
E0179,R008,Talent Management Analytics Specialist,28.8,0.0,24.5,26.0,4.0,5.0,Human Resources,L1,"Toronto, ON",6.1,3,Solid,High,Significant Gap
E0180,R001,People Analytics Specialist,24.1,0.0,20.5,31.0,5.0,8.0,Human Resources,L3,"Vancouver, BC",4.0,3,Developing,Medium,Significant Gap
E0180,R002,Senior People Analytics Analyst,15.2,0.0,12.9,41.0,6.0,9.0,Human Resources,L3,"Vancouver, BC",4.0,3,Developing,Medium,Significant Gap
E0180,R003,Talent Intelligence Analyst,21.5,0.0,18.3,31.0,5.0,8.0,Human Resources,L3,"Vancouver, BC",4.0,3,Developing,Medium,Significant Gap
E0180,R004,Workforce Planning Analyst,30.4,0.0,25.9,26.0,4.0,5.0,Human Resources,L3,"Vancouver, BC",4.0,3,Developing,Medium,Significant Gap
E0180,R005,HR Data Analyst,32.9,25.0,31.7,20.0,3.0,5.0,Human Resources,L3,"Vancouver, BC",4.0,3,Developing,Medium,Significant Gap
E0180,R006,People Analytics Manager,13.4,0.0,11.4,45.0,5.0,9.0,Human Resources,L3,"Vancouver, BC",4.0,3,Developing,Medium,Significant Gap
E0180,R007,HRIS & People Data Specialist,15.7,0.0,13.3,31.0,5.0,8.0,Human Resources,L3,"Vancouver, BC",4.0,3,Developing,Medium,Significant Gap
E0180,R008,Talent Management Analytics Specialist,21.5,0.0,18.3,29.0,4.0,6.0,Human Resources,L3,"Vancouver, BC",4.0,3,Developing,Medium,Significant Gap
E0181,R001,People Analytics Specialist,23.2,20.0,22.7,32.0,4.0,9.0,Customer Success,L5,Remote - Canada,7.0,4,Solid,Low,Significant Gap
E0181,R002,Senior People Analytics Analyst,30.0,33.3,30.5,33.0,4.0,8.0,Customer Success,L5,Remote - Canada,7.0,4,Solid,Low,Significant Gap
E0181,R003,Talent Intelligence Analyst,15.4,0.0,13.1,33.0,5.0,9.0,Customer Success,L5,Remote - Canada,7.0,4,Solid,Low,Significant Gap
E0181,R004,Workforce Planning Analyst,30.6,0.0,26.0,25.0,4.0,6.0,Customer Success,L5,Remote - Canada,7.0,4,Solid,Low,Significant Gap
E0181,R005,HR Data Analyst,10.0,0.0,8.5,25.0,4.0,7.0,Customer Success,L5,Remote - Canada,7.0,4,Solid,Low,Significant Gap
E0181,R006,People Analytics Manager,33.8,20.0,31.7,35.0,4.0,7.0,Customer Success,L5,Remote - Canada,7.0,4,Solid,Low,Significant Gap
E0181,R007,HRIS & People Data Specialist,10.1,0.0,8.6,32.0,5.0,8.0,Customer Success,L5,Remote - Canada,7.0,4,Solid,Low,Significant Gap
E0181,R008,Talent Management Analytics Specialist,12.5,0.0,10.6,31.0,4.0,8.0,Customer Success,L5,Remote - Canada,7.0,4,Solid,Low,Significant Gap
E0182,R001,People Analytics Specialist,30.7,0.0,26.1,29.0,5.0,7.0,Operations,L3,"Toronto, ON",3.5,2,Solid,Medium,Significant Gap
E0182,R002,Senior People Analytics Analyst,15.0,0.0,12.8,41.0,6.0,9.0,Operations,L3,"Toronto, ON",3.5,2,Solid,Medium,Significant Gap
E0182,R003,Talent Intelligence Analyst,5.1,0.0,4.4,37.0,5.0,10.0,Operations,L3,"Toronto, ON",3.5,2,Solid,Medium,Significant Gap
E0182,R004,Workforce Planning Analyst,22.9,0.0,19.5,29.0,4.0,6.0,Operations,L3,"Toronto, ON",3.5,2,Solid,Medium,Significant Gap
E0182,R005,HR Data Analyst,40.0,25.0,37.8,18.0,3.0,5.0,Operations,L3,"Toronto, ON",3.5,2,Solid,Medium,Significant Gap
E0182,R006,People Analytics Manager,13.9,0.0,11.8,45.0,5.0,9.0,Operations,L3,"Toronto, ON",3.5,2,Solid,Medium,Significant Gap
E0182,R007,HRIS & People Data Specialist,31.2,20.0,29.5,26.0,4.0,6.0,Operations,L3,"Toronto, ON",3.5,2,Solid,Medium,Significant Gap
E0182,R008,Talent Management Analytics Specialist,4.2,0.0,3.5,35.0,4.0,9.0,Operations,L3,"Toronto, ON",3.5,2,Solid,Medium,Significant Gap
E0183,R001,People Analytics Specialist,25.9,0.0,22.0,29.0,5.0,6.0,Customer Success,L3,"Ottawa, ON",3.7,3,Developing,Medium,Significant Gap
E0183,R002,Senior People Analytics Analyst,14.0,0.0,11.9,41.0,6.0,8.0,Customer Success,L3,"Ottawa, ON",3.7,3,Developing,Medium,Significant Gap
E0183,R003,Talent Intelligence Analyst,10.3,0.0,8.7,35.0,5.0,9.0,Customer Success,L3,"Ottawa, ON",3.7,3,Developing,Medium,Significant Gap
E0183,R004,Workforce Planning Analyst,20.8,0.0,17.7,29.0,4.0,5.0,Customer Success,L3,"Ottawa, ON",3.7,3,Developing,Medium,Significant Gap
E0183,R005,HR Data Analyst,19.6,0.0,16.6,23.0,4.0,6.0,Customer Success,L3,"Ottawa, ON",3.7,3,Developing,Medium,Significant Gap
E0183,R006,People Analytics Manager,14.1,0.0,12.0,45.0,5.0,8.0,Customer Success,L3,"Ottawa, ON",3.7,3,Developing,Medium,Significant Gap
E0183,R007,HRIS & People Data Specialist,15.6,0.0,13.2,31.0,5.0,7.0,Customer Success,L3,"Ottawa, ON",3.7,3,Developing,Medium,Significant Gap
E0183,R008,Talent Management Analytics Specialist,4.2,0.0,3.5,35.0,4.0,9.0,Customer Success,L3,"Ottawa, ON",3.7,3,Developing,Medium,Significant Gap
E0184,R001,People Analytics Specialist,7.1,0.0,6.1,38.0,5.0,10.0,Engineering,L3,"Calgary, AB",4.6,3,Solid,High,Significant Gap
E0184,R002,Senior People Analytics Analyst,14.4,0.0,12.3,41.0,6.0,9.0,Engineering,L3,"Calgary, AB",4.6,3,Solid,High,Significant Gap
E0184,R003,Talent Intelligence Analyst,16.7,0.0,14.2,31.0,5.0,7.0,Engineering,L3,"Calgary, AB",4.6,3,Solid,High,Significant Gap
E0184,R004,Workforce Planning Analyst,4.2,0.0,3.5,36.0,4.0,9.0,Engineering,L3,"Calgary, AB",4.6,3,Solid,High,Significant Gap
E0184,R005,HR Data Analyst,8.8,0.0,7.4,25.0,4.0,7.0,Engineering,L3,"Calgary, AB",4.6,3,Solid,High,Significant Gap
E0184,R006,People Analytics Manager,4.1,0.0,3.5,50.0,5.0,11.0,Engineering,L3,"Calgary, AB",4.6,3,Solid,High,Significant Gap
E0184,R007,HRIS & People Data Specialist,14.9,0.0,12.6,31.0,5.0,7.0,Engineering,L3,"Calgary, AB",4.6,3,Solid,High,Significant Gap
E0184,R008,Talent Management Analytics Specialist,10.4,0.0,8.9,32.0,4.0,8.0,Engineering,L3,"Calgary, AB",4.6,3,Solid,High,Significant Gap
E0185,R001,People Analytics Specialist,35.7,40.0,36.4,28.0,3.0,8.0,Engineering,L4,"Vancouver, BC",2.2,4,High,High,Significant Gap
E0185,R002,Senior People Analytics Analyst,51.3,33.3,48.6,24.0,4.0,5.0,Engineering,L4,"Vancouver, BC",2.2,4,High,High,Significant Gap
E0185,R003,Talent Intelligence Analyst,23.1,0.0,19.6,30.0,5.0,8.0,Engineering,L4,"Vancouver, BC",2.2,4,High,High,Significant Gap
E0185,R004,Workforce Planning Analyst,22.9,0.0,19.5,28.0,4.0,7.0,Engineering,L4,"Vancouver, BC",2.2,4,High,High,Significant Gap
E0185,R005,HR Data Analyst,36.2,25.0,34.6,20.0,3.0,6.0,Engineering,L4,"Vancouver, BC",2.2,4,High,High,Significant Gap
E0185,R006,People Analytics Manager,45.2,0.0,38.4,29.0,5.0,5.0,Engineering,L4,"Vancouver, BC",2.2,4,High,High,Significant Gap
E0185,R007,HRIS & People Data Specialist,48.6,20.0,44.3,19.0,4.0,4.0,Engineering,L4,"Vancouver, BC",2.2,4,High,High,Significant Gap
E0185,R008,Talent Management Analytics Specialist,8.3,0.0,7.1,33.0,4.0,9.0,Engineering,L4,"Vancouver, BC",2.2,4,High,High,Significant Gap
E0186,R001,People Analytics Specialist,16.4,0.0,13.9,33.0,5.0,9.0,Customer Success,L3,"Montreal, QC",6.8,3,Solid,Low,Significant Gap
E0186,R002,Senior People Analytics Analyst,8.3,0.0,7.1,43.0,6.0,10.0,Customer Success,L3,"Montreal, QC",6.8,3,Solid,Low,Significant Gap
E0186,R003,Talent Intelligence Analyst,11.5,0.0,9.8,35.0,5.0,9.0,Customer Success,L3,"Montreal, QC",6.8,3,Solid,Low,Significant Gap
E0186,R004,Workforce Planning Analyst,20.8,0.0,17.7,29.0,4.0,7.0,Customer Success,L3,"Montreal, QC",6.8,3,Solid,Low,Significant Gap
E0186,R005,HR Data Analyst,21.7,0.0,18.4,21.0,4.0,6.0,Customer Success,L3,"Montreal, QC",6.8,3,Solid,Low,Significant Gap
E0186,R006,People Analytics Manager,12.8,0.0,10.8,45.0,5.0,9.0,Customer Success,L3,"Montreal, QC",6.8,3,Solid,Low,Significant Gap
E0186,R007,HRIS & People Data Specialist,11.6,0.0,9.9,32.0,5.0,8.0,Customer Success,L3,"Montreal, QC",6.8,3,Solid,Low,Significant Gap
E0186,R008,Talent Management Analytics Specialist,8.3,0.0,7.1,34.0,4.0,8.0,Customer Success,L3,"Montreal, QC",6.8,3,Solid,Low,Significant Gap
E0187,R001,People Analytics Specialist,37.5,20.0,34.9,27.0,4.0,6.0,Human Resources,L2,"Vancouver, BC",8.1,2,High,High,Significant Gap
E0187,R002,Senior People Analytics Analyst,27.2,0.0,23.1,36.0,6.0,7.0,Human Resources,L2,"Vancouver, BC",8.1,2,High,High,Significant Gap
E0187,R003,Talent Intelligence Analyst,21.5,0.0,18.3,31.0,5.0,7.0,Human Resources,L2,"Vancouver, BC",8.1,2,High,High,Significant Gap
E0187,R004,Workforce Planning Analyst,18.9,0.0,16.1,30.0,4.0,6.0,Human Resources,L2,"Vancouver, BC",8.1,2,High,High,Significant Gap
E0187,R005,HR Data Analyst,28.7,0.0,24.4,22.0,4.0,5.0,Human Resources,L2,"Vancouver, BC",8.1,2,High,High,Significant Gap
E0187,R006,People Analytics Manager,24.6,0.0,20.9,40.0,5.0,7.0,Human Resources,L2,"Vancouver, BC",8.1,2,High,High,Significant Gap
E0187,R007,HRIS & People Data Specialist,28.0,0.0,23.8,26.0,5.0,5.0,Human Resources,L2,"Vancouver, BC",8.1,2,High,High,Significant Gap
