EmployeeID,RoleID,RoleName,Skill,RequiredProficiency,ImportanceWeight,Mandatory,ProficiencyLevel,MonthsSinceLastUse,SkillAttainment,SkillGap,WeightedAttainment,MeetsRequirement
E0054,R006,People Analytics Manager,Data Storytelling,5,3,Yes,5.0,3.0,1.0,0.0,3.0,True
E0054,R006,People Analytics Manager,Power BI,4,2,No,3.0,24.0,0.75,1.0,1.5,False
E0054,R006,People Analytics Manager,SQL,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0054,R006,People Analytics Manager,Data Governance,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0054,R006,People Analytics Manager,Project Management,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0054,R006,People Analytics Manager,Change Management,4,2,No,4.0,27.0,1.0,0.0,2.0,True
E0054,R006,People Analytics Manager,Talent Analytics,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0054,R006,People Analytics Manager,Workforce Planning,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0054,R007,HRIS & People Data Specialist,HRIS,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0054,R007,HRIS & People Data Specialist,HR Data Management,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0054,R007,HRIS & People Data Specialist,SQL,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0054,R007,HRIS & People Data Specialist,Data Quality,4,3,Yes,4.0,14.0,1.0,0.0,3.0,True
E0054,R007,HRIS & People Data Specialist,Data Governance,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0054,R007,HRIS & People Data Specialist,Power BI,3,2,No,3.0,24.0,1.0,0.0,2.0,True
E0054,R007,HRIS & People Data Specialist,Data Modeling,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0054,R007,HRIS & People Data Specialist,People Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0054,R007,HRIS & People Data Specialist,Project Management,3,1,No,0.0,999.0,0.0,3.0,0.0,False
E0054,R007,HRIS & People Data Specialist,Stakeholder Management,3,1,No,2.0,9.0,0.6666666666666666,1.0,0.6666666666666666,False
E0054,R008,Talent Management Analytics Specialist,Talent Management,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0054,R008,Talent Management Analytics Specialist,Talent Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0054,R008,Talent Management Analytics Specialist,Succession Planning,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0054,R008,Talent Management Analytics Specialist,Internal Mobility,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0054,R008,Talent Management Analytics Specialist,Performance Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0054,R008,Talent Management Analytics Specialist,Learning Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0054,R008,Talent Management Analytics Specialist,People Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0054,R008,Talent Management Analytics Specialist,Data Visualization,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0054,R008,Talent Management Analytics Specialist,Stakeholder Management,4,2,No,2.0,9.0,0.5,2.0,1.0,False
E0054,R008,Talent Management Analytics Specialist,Communication,4,2,No,2.0,21.0,0.5,2.0,1.0,False
E0055,R001,People Analytics Specialist,People Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R001,People Analytics Specialist,Power BI,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R001,People Analytics Specialist,DAX,3,2,No,1.0,34.0,0.3333333333333333,2.0,0.6666666666666666,False
E0055,R001,People Analytics Specialist,SQL,3,3,Yes,4.0,17.0,1.0,0.0,3.0,True
E0055,R001,People Analytics Specialist,Statistics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R001,People Analytics Specialist,Data Visualization,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R001,People Analytics Specialist,Data Storytelling,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R001,People Analytics Specialist,Stakeholder Management,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R001,People Analytics Specialist,Data Quality,3,2,No,1.0,13.0,0.3333333333333333,2.0,0.6666666666666666,False
E0055,R001,People Analytics Specialist,Excel,4,2,No,2.0,39.0,0.5,2.0,1.0,False
E0055,R001,People Analytics Specialist,Turnover Analysis,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R001,People Analytics Specialist,Employee Engagement,3,1,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R002,Senior People Analytics Analyst,People Analytics,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R002,Senior People Analytics Analyst,Power BI,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0055,R002,Senior People Analytics Analyst,DAX,4,2,No,1.0,34.0,0.25,3.0,0.5,False
E0055,R002,Senior People Analytics Analyst,SQL,4,3,Yes,4.0,17.0,1.0,0.0,3.0,True
E0055,R002,Senior People Analytics Analyst,Python,3,2,No,3.0,36.0,1.0,0.0,2.0,True
E0055,R002,Senior People Analytics Analyst,Statistics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R002,Senior People Analytics Analyst,Data Modeling,4,2,No,3.0,25.0,0.75,1.0,1.5,False
E0055,R002,Senior People Analytics Analyst,Data Storytelling,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R002,Senior People Analytics Analyst,Stakeholder Management,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R002,Senior People Analytics Analyst,Workforce Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R002,Senior People Analytics Analyst,Data Governance,3,2,No,1.0,25.0,0.3333333333333333,2.0,0.6666666666666666,False
E0055,R002,Senior People Analytics Analyst,Business Acumen,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0055,R003,Talent Intelligence Analyst,Talent Intelligence,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R003,Talent Intelligence Analyst,Skills Taxonomy,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R003,Talent Intelligence Analyst,Skills Gap Analysis,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R003,Talent Intelligence Analyst,Python,3,2,No,3.0,36.0,1.0,0.0,2.0,True
E0055,R003,Talent Intelligence Analyst,NLP,3,2,No,2.0,26.0,0.6666666666666666,1.0,1.3333333333333333,False
E0055,R003,Talent Intelligence Analyst,Generative AI,3,1,No,2.0,17.0,0.6666666666666666,1.0,0.6666666666666666,False
E0055,R003,Talent Intelligence Analyst,Talent Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R003,Talent Intelligence Analyst,Internal Mobility,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R003,Talent Intelligence Analyst,Data Visualization,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R003,Talent Intelligence Analyst,Stakeholder Management,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R003,Talent Intelligence Analyst,Data Storytelling,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R004,Workforce Planning Analyst,Workforce Planning,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R004,Workforce Planning Analyst,Forecasting,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R004,Workforce Planning Analyst,Scenario Modeling,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R004,Workforce Planning Analyst,Excel,4,2,No,2.0,39.0,0.5,2.0,1.0,False
E0055,R004,Workforce Planning Analyst,Power BI,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R004,Workforce Planning Analyst,Statistics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R004,Workforce Planning Analyst,Workforce Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R004,Workforce Planning Analyst,Business Acumen,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0055,R004,Workforce Planning Analyst,Stakeholder Management,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0055,R004,Workforce Planning Analyst,Data Storytelling,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R005,HR Data Analyst,HR Data Management,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R005,HR Data Analyst,Excel,4,2,No,2.0,39.0,0.5,2.0,1.0,False
E0055,R005,HR Data Analyst,SQL,3,3,Yes,4.0,17.0,1.0,0.0,3.0,True
E0055,R005,HR Data Analyst,Power BI,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R005,HR Data Analyst,Data Quality,4,3,Yes,1.0,13.0,0.25,3.0,0.75,False
E0055,R005,HR Data Analyst,HRIS,3,3,Yes,0.0,999.0,0.0,3.0,0.0,False
E0055,R005,HR Data Analyst,Data Governance,3,2,No,1.0,25.0,0.3333333333333333,2.0,0.6666666666666666,False
E0055,R005,HR Data Analyst,People Analytics,2,1,No,0.0,999.0,0.0,2.0,0.0,False
E0055,R005,HR Data Analyst,Communication,3,1,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R006,People Analytics Manager,People Analytics,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R006,People Analytics Manager,Workforce Analytics,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R006,People Analytics Manager,Stakeholder Management,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R006,People Analytics Manager,Business Acumen,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R006,People Analytics Manager,Data Storytelling,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R006,People Analytics Manager,Power BI,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0055,R006,People Analytics Manager,SQL,3,2,No,4.0,17.0,1.0,0.0,2.0,True
E0055,R006,People Analytics Manager,Data Governance,4,2,No,1.0,25.0,0.25,3.0,0.5,False
E0055,R006,People Analytics Manager,Project Management,4,2,No,2.0,42.0,0.5,2.0,1.0,False
E0055,R006,People Analytics Manager,Change Management,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0055,R006,People Analytics Manager,Talent Analytics,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0055,R006,People Analytics Manager,Workforce Planning,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0055,R007,HRIS & People Data Specialist,HRIS,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R007,HRIS & People Data Specialist,HR Data Management,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R007,HRIS & People Data Specialist,SQL,4,3,Yes,4.0,17.0,1.0,0.0,3.0,True
E0055,R007,HRIS & People Data Specialist,Data Quality,4,3,Yes,1.0,13.0,0.25,3.0,0.75,False
E0055,R007,HRIS & People Data Specialist,Data Governance,4,3,Yes,1.0,25.0,0.25,3.0,0.75,False
E0055,R007,HRIS & People Data Specialist,Power BI,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R007,HRIS & People Data Specialist,Data Modeling,3,2,No,3.0,25.0,1.0,0.0,2.0,True
E0055,R007,HRIS & People Data Specialist,People Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R007,HRIS & People Data Specialist,Project Management,3,1,No,2.0,42.0,0.6666666666666666,1.0,0.6666666666666666,False
E0055,R007,HRIS & People Data Specialist,Stakeholder Management,3,1,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R008,Talent Management Analytics Specialist,Talent Management,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0055,R008,Talent Management Analytics Specialist,Talent Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R008,Talent Management Analytics Specialist,Succession Planning,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R008,Talent Management Analytics Specialist,Internal Mobility,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0055,R008,Talent Management Analytics Specialist,Performance Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R008,Talent Management Analytics Specialist,Learning Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R008,Talent Management Analytics Specialist,People Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R008,Talent Management Analytics Specialist,Data Visualization,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0055,R008,Talent Management Analytics Specialist,Stakeholder Management,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0055,R008,Talent Management Analytics Specialist,Communication,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0056,R001,People Analytics Specialist,People Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R001,People Analytics Specialist,Power BI,4,3,Yes,2.0,26.0,0.5,2.0,1.5,False
E0056,R001,People Analytics Specialist,DAX,3,2,No,3.0,39.0,1.0,0.0,2.0,True
E0056,R001,People Analytics Specialist,SQL,3,3,Yes,0.0,999.0,0.0,3.0,0.0,False
E0056,R001,People Analytics Specialist,Statistics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R001,People Analytics Specialist,Data Visualization,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R001,People Analytics Specialist,Data Storytelling,4,3,Yes,3.0,38.0,0.75,1.0,2.25,False
E0056,R001,People Analytics Specialist,Stakeholder Management,3,2,No,2.0,11.0,0.6666666666666666,1.0,1.3333333333333333,False
E0056,R001,People Analytics Specialist,Data Quality,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R001,People Analytics Specialist,Excel,4,2,No,2.0,6.0,0.5,2.0,1.0,False
E0056,R001,People Analytics Specialist,Turnover Analysis,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R001,People Analytics Specialist,Employee Engagement,3,1,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R002,Senior People Analytics Analyst,People Analytics,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0056,R002,Senior People Analytics Analyst,Power BI,4,2,No,2.0,26.0,0.5,2.0,1.0,False
E0056,R002,Senior People Analytics Analyst,DAX,4,2,No,3.0,39.0,0.75,1.0,1.5,False
E0056,R002,Senior People Analytics Analyst,SQL,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R002,Senior People Analytics Analyst,Python,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R002,Senior People Analytics Analyst,Statistics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R002,Senior People Analytics Analyst,Data Modeling,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0056,R002,Senior People Analytics Analyst,Data Storytelling,5,3,Yes,3.0,38.0,0.6,2.0,1.7999999999999998,False
E0056,R002,Senior People Analytics Analyst,Stakeholder Management,4,3,Yes,2.0,11.0,0.5,2.0,1.5,False
E0056,R002,Senior People Analytics Analyst,Workforce Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R002,Senior People Analytics Analyst,Data Governance,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R002,Senior People Analytics Analyst,Business Acumen,4,2,No,5.0,30.0,1.0,0.0,2.0,True
E0056,R003,Talent Intelligence Analyst,Talent Intelligence,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0056,R003,Talent Intelligence Analyst,Skills Taxonomy,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R003,Talent Intelligence Analyst,Skills Gap Analysis,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R003,Talent Intelligence Analyst,Python,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R003,Talent Intelligence Analyst,NLP,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R003,Talent Intelligence Analyst,Generative AI,3,1,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R003,Talent Intelligence Analyst,Talent Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R003,Talent Intelligence Analyst,Internal Mobility,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R003,Talent Intelligence Analyst,Data Visualization,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R003,Talent Intelligence Analyst,Stakeholder Management,3,2,No,2.0,11.0,0.6666666666666666,1.0,1.3333333333333333,False
E0056,R003,Talent Intelligence Analyst,Data Storytelling,3,2,No,3.0,38.0,1.0,0.0,2.0,True
E0056,R004,Workforce Planning Analyst,Workforce Planning,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0056,R004,Workforce Planning Analyst,Forecasting,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R004,Workforce Planning Analyst,Scenario Modeling,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R004,Workforce Planning Analyst,Excel,4,2,No,2.0,6.0,0.5,2.0,1.0,False
E0056,R004,Workforce Planning Analyst,Power BI,3,2,No,2.0,26.0,0.6666666666666666,1.0,1.3333333333333333,False
E0056,R004,Workforce Planning Analyst,Statistics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R004,Workforce Planning Analyst,Workforce Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R004,Workforce Planning Analyst,Business Acumen,4,2,No,5.0,30.0,1.0,0.0,2.0,True
E0056,R004,Workforce Planning Analyst,Stakeholder Management,4,2,No,2.0,11.0,0.5,2.0,1.0,False
E0056,R004,Workforce Planning Analyst,Data Storytelling,3,2,No,3.0,38.0,1.0,0.0,2.0,True
E0056,R005,HR Data Analyst,HR Data Management,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R005,HR Data Analyst,Excel,4,2,No,2.0,6.0,0.5,2.0,1.0,False
E0056,R005,HR Data Analyst,SQL,3,3,Yes,0.0,999.0,0.0,3.0,0.0,False
E0056,R005,HR Data Analyst,Power BI,3,2,No,2.0,26.0,0.6666666666666666,1.0,1.3333333333333333,False
E0056,R005,HR Data Analyst,Data Quality,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R005,HR Data Analyst,HRIS,3,3,Yes,0.0,999.0,0.0,3.0,0.0,False
E0056,R005,HR Data Analyst,Data Governance,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R005,HR Data Analyst,People Analytics,2,1,No,0.0,999.0,0.0,2.0,0.0,False
E0056,R005,HR Data Analyst,Communication,3,1,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R006,People Analytics Manager,People Analytics,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0056,R006,People Analytics Manager,Workforce Analytics,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0056,R006,People Analytics Manager,Stakeholder Management,5,3,Yes,2.0,11.0,0.4,3.0,1.2000000000000002,False
E0056,R006,People Analytics Manager,Business Acumen,5,3,Yes,5.0,30.0,1.0,0.0,3.0,True
E0056,R006,People Analytics Manager,Data Storytelling,5,3,Yes,3.0,38.0,0.6,2.0,1.7999999999999998,False
E0056,R006,People Analytics Manager,Power BI,4,2,No,2.0,26.0,0.5,2.0,1.0,False
E0056,R006,People Analytics Manager,SQL,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R006,People Analytics Manager,Data Governance,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0056,R006,People Analytics Manager,Project Management,4,2,No,1.0,32.0,0.25,3.0,0.5,False
E0056,R006,People Analytics Manager,Change Management,4,2,No,3.0,27.0,0.75,1.0,1.5,False
E0056,R006,People Analytics Manager,Talent Analytics,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0056,R006,People Analytics Manager,Workforce Planning,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0056,R007,HRIS & People Data Specialist,HRIS,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0056,R007,HRIS & People Data Specialist,HR Data Management,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0056,R007,HRIS & People Data Specialist,SQL,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R007,HRIS & People Data Specialist,Data Quality,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R007,HRIS & People Data Specialist,Data Governance,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R007,HRIS & People Data Specialist,Power BI,3,2,No,2.0,26.0,0.6666666666666666,1.0,1.3333333333333333,False
E0056,R007,HRIS & People Data Specialist,Data Modeling,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R007,HRIS & People Data Specialist,People Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R007,HRIS & People Data Specialist,Project Management,3,1,No,1.0,32.0,0.3333333333333333,2.0,0.3333333333333333,False
E0056,R007,HRIS & People Data Specialist,Stakeholder Management,3,1,No,2.0,11.0,0.6666666666666666,1.0,0.6666666666666666,False
E0056,R008,Talent Management Analytics Specialist,Talent Management,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0056,R008,Talent Management Analytics Specialist,Talent Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R008,Talent Management Analytics Specialist,Succession Planning,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R008,Talent Management Analytics Specialist,Internal Mobility,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0056,R008,Talent Management Analytics Specialist,Performance Analytics,3,2,No,2.0,46.0,0.6666666666666666,1.0,1.3333333333333333,False
E0056,R008,Talent Management Analytics Specialist,Learning Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R008,Talent Management Analytics Specialist,People Analytics,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R008,Talent Management Analytics Specialist,Data Visualization,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0056,R008,Talent Management Analytics Specialist,Stakeholder Management,4,2,No,2.0,11.0,0.5,2.0,1.0,False
E0056,R008,Talent Management Analytics Specialist,Communication,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0057,R001,People Analytics Specialist,People Analytics,4,3,Yes,3.0,44.0,0.75,1.0,2.25,False
E0057,R001,People Analytics Specialist,Power BI,4,3,Yes,3.0,19.0,0.75,1.0,2.25,False
E0057,R001,People Analytics Specialist,DAX,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0057,R001,People Analytics Specialist,SQL,3,3,Yes,2.0,12.0,0.6666666666666666,1.0,2.0,False
E0057,R001,People Analytics Specialist,Statistics,3,2,No,2.0,33.0,0.6666666666666666,1.0,1.3333333333333333,False
E0057,R001,People Analytics Specialist,Data Visualization,4,3,Yes,2.0,18.0,0.5,2.0,1.5,False
E0057,R001,People Analytics Specialist,Data Storytelling,4,3,Yes,4.0,33.0,1.0,0.0,3.0,True
E0057,R001,People Analytics Specialist,Stakeholder Management,3,2,No,4.0,16.0,1.0,0.0,2.0,True
E0057,R001,People Analytics Specialist,Data Quality,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0057,R001,People Analytics Specialist,Excel,4,2,No,2.0,7.0,0.5,2.0,1.0,False
E0057,R001,People Analytics Specialist,Turnover Analysis,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0057,R001,People Analytics Specialist,Employee Engagement,3,1,No,3.0,36.0,1.0,0.0,1.0,True
E0057,R002,Senior People Analytics Analyst,People Analytics,5,3,Yes,3.0,44.0,0.6,2.0,1.7999999999999998,False
E0057,R002,Senior People Analytics Analyst,Power BI,4,2,No,3.0,19.0,0.75,1.0,1.5,False
E0057,R002,Senior People Analytics Analyst,DAX,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0057,R002,Senior People Analytics Analyst,SQL,4,3,Yes,2.0,12.0,0.5,2.0,1.5,False
E0057,R002,Senior People Analytics Analyst,Python,3,2,No,2.0,33.0,0.6666666666666666,1.0,1.3333333333333333,False
E0057,R002,Senior People Analytics Analyst,Statistics,4,3,Yes,2.0,33.0,0.5,2.0,1.5,False
E0057,R002,Senior People Analytics Analyst,Data Modeling,4,2,No,0.0,999.0,0.0,4.0,0.0,False
E0057,R002,Senior People Analytics Analyst,Data Storytelling,5,3,Yes,4.0,33.0,0.8,1.0,2.4000000000000004,False
E0057,R002,Senior People Analytics Analyst,Stakeholder Management,4,3,Yes,4.0,16.0,1.0,0.0,3.0,True
E0057,R002,Senior People Analytics Analyst,Workforce Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0057,R002,Senior People Analytics Analyst,Data Governance,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0057,R002,Senior People Analytics Analyst,Business Acumen,4,2,No,5.0,29.0,1.0,0.0,2.0,True
E0057,R003,Talent Intelligence Analyst,Talent Intelligence,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0057,R003,Talent Intelligence Analyst,Skills Taxonomy,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0057,R003,Talent Intelligence Analyst,Skills Gap Analysis,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0057,R003,Talent Intelligence Analyst,Python,3,2,No,2.0,33.0,0.6666666666666666,1.0,1.3333333333333333,False
E0057,R003,Talent Intelligence Analyst,NLP,3,2,No,0.0,999.0,0.0,3.0,0.0,False
E0057,R003,Talent Intelligence Analyst,Generative AI,3,1,No,0.0,999.0,0.0,3.0,0.0,False
E0057,R003,Talent Intelligence Analyst,Talent Analytics,4,3,Yes,3.0,8.0,0.75,1.0,2.25,False
E0057,R003,Talent Intelligence Analyst,Internal Mobility,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0057,R003,Talent Intelligence Analyst,Data Visualization,3,2,No,2.0,18.0,0.6666666666666666,1.0,1.3333333333333333,False
E0057,R003,Talent Intelligence Analyst,Stakeholder Management,3,2,No,4.0,16.0,1.0,0.0,2.0,True
E0057,R003,Talent Intelligence Analyst,Data Storytelling,3,2,No,4.0,33.0,1.0,0.0,2.0,True
E0057,R004,Workforce Planning Analyst,Workforce Planning,5,3,Yes,0.0,999.0,0.0,5.0,0.0,False
E0057,R004,Workforce Planning Analyst,Forecasting,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0057,R004,Workforce Planning Analyst,Scenario Modeling,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0057,R004,Workforce Planning Analyst,Excel,4,2,No,2.0,7.0,0.5,2.0,1.0,False
E0057,R004,Workforce Planning Analyst,Power BI,3,2,No,3.0,19.0,1.0,0.0,2.0,True
E0057,R004,Workforce Planning Analyst,Statistics,3,2,No,2.0,33.0,0.6666666666666666,1.0,1.3333333333333333,False
E0057,R004,Workforce Planning Analyst,Workforce Analytics,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0057,R004,Workforce Planning Analyst,Business Acumen,4,2,No,5.0,29.0,1.0,0.0,2.0,True
E0057,R004,Workforce Planning Analyst,Stakeholder Management,4,2,No,4.0,16.0,1.0,0.0,2.0,True
E0057,R004,Workforce Planning Analyst,Data Storytelling,3,2,No,4.0,33.0,1.0,0.0,2.0,True
E0057,R005,HR Data Analyst,HR Data Management,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0057,R005,HR Data Analyst,Excel,4,2,No,2.0,7.0,0.5,2.0,1.0,False
E0057,R005,HR Data Analyst,SQL,3,3,Yes,2.0,12.0,0.6666666666666666,1.0,2.0,False
E0057,R005,HR Data Analyst,Power BI,3,2,No,3.0,19.0,1.0,0.0,2.0,True
E0057,R005,HR Data Analyst,Data Quality,4,3,Yes,0.0,999.0,0.0,4.0,0.0,False
E0057,R005,HR Data Analyst,HRIS,3,3,Yes,3.0,8.0,1.0,0.0,3.0,True
E0057,R005,HR Data Analyst,Data Governance,3,2,No,0.0,999.0,0.0,3.0,0.0,False
